driverStandingsId,raceId,driverId,points,position,positionText,wins
6431,228,470,1,14,14,0
6432,228,503,1,15,15,0
6433,228,495,1,16,16,0
6434,228,392,1,17,17,0
6435,228,485,0,18,18,0
6436,228,479,0,19,19,0
6437,228,494,0,20,20,0
6438,228,395,0,21,21,0
6439,228,459,0,22,22,0
6440,228,271,0,23,23,0
6441,228,475,0,24,24,0
6442,228,499,0,25,25,0
6443,228,442,0,26,26,0
6444,228,500,0,27,27,0
6445,228,505,0,28,28,0
6446,228,488,0,29,29,0
6447,228,502,0,30,30,0
6448,229,419,42,1,1,3
6449,229,473,41,2,2,3
6450,229,471,33,3,3,0
6451,229,468,25,4,4,1
6452,229,426,23,5,5,1
6453,229,412,20,6,6,1
6454,229,493,8,7,7,0
6455,229,443,8,8,8,0
6456,229,497,6,9,9,0
6457,229,501,5,10,10,0
6458,229,503,4,11,11,0
6459,229,454,3,12,12,0
6460,229,487,2,13,13,0
6461,229,438,2,14,14,0
6462,229,470,1,15,15,0
6463,229,495,1,16,16,0
6464,229,392,1,17,17,0
6465,229,485,0,18,18,0
6466,229,479,0,19,19,0
6467,229,494,0,20,20,0
6468,229,395,0,21,21,0
6469,229,459,0,22,22,0
6470,229,271,0,23,23,0
6471,229,475,0,24,24,0
6472,229,499,0,25,25,0
6473,229,442,0,26,26,0
6474,229,500,0,27,27,0
6475,229,505,0,28,28,0
6476,229,488,0,29,29,0
6477,229,502,0,30,30,0
6478,230,419,51,1,1,4
6479,230,473,41,2,2,3
6480,230,471,39,3,3,0
6481,230,468,25,4,4,1
6482,230,412,23,5,5,1
6483,230,426,23,6,6,1
6484,230,493,8,7,7,0
6485,230,503,8,8,8,0
6486,230,443,8,9,9,0
6487,230,497,6,10,10,0
6488,230,501,5,11,11,0
6489,230,438,4,12,12,0
6490,230,454,3,13,13,0
6491,230,487,2,14,14,0
6492,230,470,1,15,15,0
6493,230,495,1,16,16,0
6494,230,392,1,17,17,0
6495,230,481,1,18,18,0
6496,230,485,0,19,19,0
6497,230,494,0,20,20,0
6498,230,479,0,21,21,0
6499,230,395,0,22,22,0
6500,230,459,0,23,23,0
6501,230,271,0,24,24,0
6502,230,475,0,25,25,0
6503,230,499,0,26,26,0
6504,230,442,0,27,27,0
6505,230,500,0,28,28,0
6506,230,505,0,29,29,0
6507,230,488,0,30,30,0
6508,231,419,60,1,1,5
6509,231,471,45,2,2,0
6510,231,473,42,3,3,3
6511,231,468,25,4,4,1
6512,231,412,23,5,5,1
6513,231,426,23,6,6,1
6514,231,443,12,7,7,0
6515,231,493,8,8,8,0
6516,231,503,8,9,9,0
6517,231,497,6,10,10,0
6518,231,501,5,11,11,0
6519,231,438,4,12,12,0
6520,231,494,3,13,13,0
6521,231,454,3,14,14,0
6522,231,495,3,15,15,0
6523,231,487,2,16,16,0
6524,231,470,1,17,17,0
6525,231,392,1,18,18,0
6526,231,481,1,19,19,0
6527,231,485,0,20,20,0
6528,231,479,0,21,21,0
6529,231,507,0,22,22,0
6530,231,442,0,23,23,0
6531,231,459,0,24,24,0
6532,231,395,0,25,25,0
6533,231,271,0,26,26,0
6534,231,475,0,27,27,0
6535,231,499,0,28,28,0
6536,231,466,0,29,29,0
6537,231,500,0,30,30,0
6538,232,419,66,1,1,5
6539,232,471,45,2,2,0
6540,232,473,42,3,3,3
6541,232,468,34,4,4,2
6542,232,412,23,5,5,1
6543,232,426,23,6,6,1
6544,232,443,12,7,7,0
6545,232,493,11,8,8,0
6546,232,503,8,9,9,0
6547,232,494,7,10,10,0
6548,232,497,6,11,11,0
6549,232,438,6,12,12,0
6550,232,501,5,13,13,0
6551,232,454,3,14,14,0
6552,232,495,3,15,15,0
6553,232,487,2,16,16,0
6554,232,470,2,17,17,0
6555,232,481,1,18,18,0
6556,232,392,1,19,19,0
6557,232,485,0,20,20,0
6558,232,479,0,21,21,0
6559,232,507,0,22,22,0
6560,232,395,0,23,23,0
6561,232,442,0,24,24,0
6562,232,459,0,25,25,0
6563,232,271,0,26,26,0
6564,232,475,0,27,27,0
6565,232,499,0,28,28,0
6566,232,466,0,29,29,0
6567,232,500,0,30,30,0
6568,233,419,69,1,1,5
6569,233,473,48,2,2,3
6570,233,471,47,3,3,0
6571,233,468,43,4,4,3
6572,233,412,27,5,5,1
6573,233,426,23,6,6,1
6574,233,493,12,7,7,0
6575,233,443,12,8,8,0
6576,233,503,8,9,9,0
6577,233,494,7,10,10,0
6578,233,497,6,11,11,0
6579,233,438,6,12,12,0
6580,233,501,5,13,13,0
6581,233,454,3,14,14,0
6582,233,495,3,15,15,0
6583,233,487,2,16,16,0
6584,233,470,2,17,17,0
6585,233,481,1,18,18,0
6586,233,392,1,19,19,0
6587,233,485,0,20,20,0
6588,233,395,0,21,21,0
6589,233,479,0,22,22,0
6590,233,507,0,23,23,0
6591,233,442,0,24,24,0
6592,233,459,0,25,25,0
6593,233,271,0,26,26,0
6594,233,475,0,27,27,0
6595,233,504,0,28,28,0
6596,233,499,0,29,29,0
6597,233,466,0,30,30,0
6598,234,419,71,1,1,5
6599,234,473,54,2,2,3
6600,234,471,47,3,3,0
6601,234,468,43,4,4,3
6602,234,412,36,5,5,2
6603,234,426,23,6,6,1
6604,234,493,12,7,7,0
6605,234,443,12,8,8,0
6606,234,438,9,9,9,0
6607,234,503,8,10,10,0
6608,234,494,7,11,11,0
6609,234,497,6,12,12,0
6610,234,501,5,13,13,0
6611,234,442,4,14,14,0
6612,234,454,3,15,15,0
6613,234,495,3,16,16,0
6614,234,487,2,17,17,0
6615,234,470,2,18,18,0
6616,234,479,1,19,19,0
6617,234,481,1,20,20,0
6618,234,392,1,21,21,0
6619,234,395,0,22,22,0
6620,234,485,0,23,23,0
6621,234,507,0,24,24,0
6622,234,459,0,25,25,0
6623,234,271,0,26,26,0
6624,234,475,0,27,27,0
6625,234,504,0,28,28,0
6626,234,499,0,29,29,0
6627,234,466,0,30,30,0
6628,235,419,71,1,1,5
6629,235,473,55,2,2,3
6630,235,468,52,3,3,4
6631,235,471,47,4,4,0
6632,235,412,38,5,5,2
6633,235,426,26,6,6,1
6634,235,493,16,7,7,0
6635,235,503,14,8,8,0
6636,235,443,12,9,9,0
6637,235,438,9,10,10,0
6638,235,494,7,11,11,0
6639,235,497,6,12,12,0
6640,235,501,5,13,13,0
6641,235,442,4,14,14,0
6642,235,454,3,15,15,0
6643,235,495,3,16,16,0
6644,235,487,2,17,17,0
6645,235,470,2,18,18,0
6646,235,479,1,19,19,0
6647,235,481,1,20,20,0
6648,235,392,1,21,21,0
6649,235,395,0,22,22,0
6650,235,485,0,23,23,0
6651,235,507,0,24,24,0
6652,235,459,0,25,25,0
6653,235,271,0,26,26,0
6654,235,475,0,27,27,0
6655,235,504,0,28,28,0
6656,235,499,0,29,29,0
6657,235,466,0,30,30,0
6658,236,426,9,1,1,1
6659,236,487,6,2,2,0
6660,236,470,4,3,3,0
6661,236,395,3,4,4,0
6662,236,438,2,5,5,0
6663,236,496,1,6,6,0
6664,236,493,0,7,7,0
6665,236,479,0,8,8,0
6666,236,459,0,9,9,0
6667,236,473,0,10,10,0
6668,236,510,0,11,11,0
6669,236,506,0,12,12,0
6670,236,468,0,13,13,0
6671,236,271,0,14,14,0
6672,236,443,0,15,15,0
6673,236,511,0,16,16,0
6674,236,512,0,17,17,0
6675,236,498,0,18,18,0
6676,236,499,0,19,19,0
6677,236,494,0,20,20,0
6678,236,497,0,21,21,0
6679,236,503,0,22,22,0
6680,236,507,0,23,23,0
6681,236,412,0,24,24,0
6682,236,488,0,25,25,0
6683,237,470,10,1,1,0
6684,237,473,9,2,2,1
6685,237,426,9,3,3,1
6686,237,487,6,4,4,0
6687,237,395,5,5,5,0
6688,237,443,4,6,6,0
6689,237,494,3,7,7,0
6690,237,438,2,8,8,0
6691,237,496,1,9,9,0
6692,237,468,1,10,10,0
6693,237,493,0,11,11,0
6694,237,479,0,12,12,0
6695,237,459,0,13,13,0
6696,237,503,0,14,14,0
6697,237,271,0,15,15,0
6698,237,510,0,16,16,0
6699,237,506,0,17,17,0
6700,237,499,0,18,18,0
6701,237,511,0,19,19,0
6702,237,498,0,20,20,0
6703,237,507,0,21,21,0
6704,237,512,0,22,22,0
6705,237,488,0,23,23,0
6706,237,497,0,24,24,0
6707,237,412,0,25,25,0
6708,238,470,10,1,1,0
6709,238,493,9,2,2,1
6710,238,473,9,3,3,1
6711,238,426,9,4,4,1
6712,238,395,9,5,5,0
6713,238,438,8,6,6,0
6714,238,487,6,7,7,0
6715,238,443,4,8,8,0
6716,238,496,4,9,9,0
6717,238,494,3,10,10,0
6718,238,512,2,11,11,0
6719,238,468,1,12,12,0
6720,238,497,1,13,13,0
6721,238,499,0,14,14,0
6722,238,479,0,15,15,0
6723,238,459,0,16,16,0
6724,238,503,0,17,17,0
6725,238,513,0,18,18,0
6726,238,271,0,19,19,0
6727,238,510,0,20,20,0
6728,238,506,0,21,21,0
6729,238,514,0,22,22,0
6730,238,502,0,23,23,0
6731,238,498,0,24,24,0
6732,238,511,0,25,25,0
6733,238,507,0,26,26,0
6734,238,423,0,27,27,0
6735,238,488,0,28,28,0
6736,238,412,0,29,29,0
6737,238,411,0,30,30,0
6738,239,470,16,1,1,0
6739,239,487,15,2,2,1
6740,239,473,13,3,3,1
6741,239,426,10,4,4,1
6742,239,493,9,5,5,1
6743,239,395,9,6,6,0
6744,239,438,8,7,7,0
6745,239,512,5,8,8,0
6746,239,443,4,9,9,0
6747,239,496,4,10,10,0
6748,239,494,3,11,11,0
6749,239,499,2,12,12,0
6750,239,468,1,13,13,0
6751,239,497,1,14,14,0
6752,239,455,0,15,15,0
6753,239,479,0,16,16,0
6754,239,503,0,17,17,0
6755,239,459,0,18,18,0
6756,239,513,0,19,19,0
6757,239,271,0,20,20,0
6758,239,506,0,21,21,0
6759,239,510,0,22,22,0
6760,239,514,0,23,23,0
6761,239,502,0,24,24,0
6762,239,474,0,25,25,0
6763,239,498,0,26,26,0
6764,239,511,0,27,27,0
6765,239,507,0,28,28,0
6766,239,423,0,29,29,0
6767,239,488,0,30,30,0
6768,240,473,22,1,1,2
6769,240,487,21,2,2,1
6770,240,470,19,3,3,0
6771,240,426,11,4,4,1
6772,240,438,10,5,5,0
6773,240,493,9,6,6,1
6774,240,395,9,7,7,0
6775,240,499,6,8,8,0
6776,240,512,5,9,9,0
6777,240,443,4,10,10,0
6778,240,496,4,11,11,0
6779,240,494,3,12,12,0
6780,240,468,1,13,13,0
6781,240,497,1,14,14,0
6782,240,455,0,15,15,0
6783,240,271,0,16,16,0
6784,240,479,0,17,17,0
6785,240,503,0,18,18,0
6786,240,513,0,19,19,0
6787,240,459,0,20,20,0
6788,240,474,0,21,21,0
6789,240,506,0,22,22,0
6790,240,510,0,23,23,0
6791,240,488,0,24,24,0
6792,240,514,0,25,25,0
6793,240,502,0,26,26,0
6794,240,481,0,27,27,0
6795,240,498,0,28,28,0
6796,240,511,0,29,29,0
6797,240,516,0,30,30,0
6798,241,473,24,1,1,2
6799,241,470,22,2,2,0
6800,241,487,21,3,3,1
6801,241,499,12,4,4,0
6802,241,426,11,5,5,1
6803,241,468,10,6,6,1
6804,241,438,10,7,7,0
6805,241,493,9,8,8,1
6806,241,395,9,9,9,0
6807,241,512,5,10,10,0
6808,241,488,4,11,11,0
6809,241,443,4,12,12,0
6810,241,496,4,13,13,0
6811,241,494,3,14,14,0
6812,241,506,1,15,15,0
6813,241,497,1,16,16,0
6814,241,271,0,17,17,0
6815,241,455,0,18,18,0
6816,241,510,0,19,19,0
6817,241,479,0,20,20,0
6818,241,503,0,21,21,0
6819,241,513,0,22,22,0
6820,241,459,0,23,23,0
6821,241,474,0,24,24,0
6822,241,514,0,25,25,0
6823,241,502,0,26,26,0
6824,241,481,0,27,27,0
6825,241,498,0,28,28,0
6826,241,511,0,29,29,0
6827,241,516,0,30,30,0
6828,242,473,27,1,1,2
6829,242,470,22,2,2,0
6830,242,487,21,3,3,1
6831,242,499,21,4,4,1
6832,242,426,11,5,5,1
6833,242,468,10,6,6,1
6834,242,496,10,7,7,0
6835,242,438,10,8,8,0
6836,242,493,9,9,9,1
6837,242,395,9,10,10,0
6838,242,488,6,11,11,0
6839,242,512,5,12,12,0
6840,242,503,4,13,13,0
6841,242,443,4,14,14,0
6842,242,494,3,15,15,0
6843,242,271,1,16,16,0
6844,242,506,1,17,17,0
6845,242,497,1,18,18,0
6846,242,510,0,19,19,0
6847,242,455,0,20,20,0
6848,242,479,0,21,21,0
6849,242,515,0,22,22,0
6850,242,513,0,23,23,0
6851,242,459,0,24,24,0
6852,242,505,0,25,25,0
6853,242,474,0,26,26,0
6854,242,514,0,27,27,0
6855,242,502,0,28,28,0
6856,242,481,0,29,29,0
6857,242,498,0,30,30,0
6858,243,473,31,1,1,2
6859,243,487,30,2,2,2
6860,243,470,28,3,3,0
6861,243,499,23,4,4,1
6862,243,395,12,5,5,0
6863,243,426,11,6,6,1
6864,243,496,11,7,7,0
6865,243,468,10,8,8,1
6866,243,438,10,9,9,0
6867,243,493,9,10,10,1
6868,243,488,6,11,11,0
6869,243,512,5,12,12,0
6870,243,503,4,13,13,0
6871,243,443,4,14,14,0
6872,243,494,3,15,15,0
6873,243,271,1,16,16,0
6874,243,506,1,17,17,0
6875,243,497,1,18,18,0
6876,243,510,0,19,19,0
6877,243,455,0,20,20,0
6878,243,479,0,21,21,0
6879,243,515,0,22,22,0
6880,243,505,0,23,23,0
6881,243,513,0,24,24,0
6882,243,459,0,25,25,0
6883,243,474,0,26,26,0
6884,243,514,0,27,27,0
6885,243,481,0,28,28,0
6886,243,502,0,29,29,0
6887,243,498,0,30,30,0
6888,244,487,36,1,1,2
6889,244,470,32,2,2,0
6890,244,473,31,3,3,2
6891,244,499,26,4,4,1
6892,244,468,19,5,5,2
6893,244,426,12,6,6,1
6894,244,395,12,7,7,0
6895,244,496,11,8,8,0
6896,244,438,10,9,9,0
6897,244,493,9,10,10,1
6898,244,443,6,11,11,0
6899,244,488,6,12,12,0
6900,244,512,5,13,13,0
6901,244,503,4,14,14,0
6902,244,494,3,15,15,0
6903,244,271,1,16,16,0
6904,244,506,1,17,17,0
6905,244,497,1,18,18,0
6906,244,510,0,19,19,0
6907,244,455,0,20,20,0
6908,244,479,0,21,21,0
6909,244,515,0,22,22,0
6910,244,505,0,23,23,0
6911,244,513,0,24,24,0
6912,244,459,0,25,25,0
6913,244,474,0,26,26,0
6914,244,514,0,27,27,0
6915,244,498,0,28,28,0
6916,244,481,0,29,29,0
6917,244,502,0,30,30,0
6918,245,487,38,1,1,2
6919,245,473,37,2,2,2
6920,245,499,35,3,3,2
6921,245,470,35,4,4,0
6922,245,468,19,5,5,2
6923,245,426,12,6,6,1
6924,245,395,12,7,7,0
6925,245,496,11,8,8,0
6926,245,493,10,9,9,1
6927,245,438,10,10,10,0
6928,245,443,10,11,11,0
6929,245,488,6,12,12,0
6930,245,512,5,13,13,0
6931,245,503,4,14,14,0
6932,245,494,3,15,15,0
6933,245,271,1,16,16,0
6934,245,506,1,17,17,0
6935,245,497,1,18,18,0
6936,245,510,0,19,19,0
6937,245,455,0,20,20,0
6938,245,518,0,21,21,0
6939,245,479,0,22,22,0
6940,245,515,0,23,23,0
6941,245,505,0,24,24,0
6942,245,513,0,25,25,0
6943,245,459,0,26,26,0
6944,245,474,0,27,27,0
6945,245,514,0,28,28,0
6946,245,498,0,29,29,0
6947,245,507,0,30,30,0
6948,246,470,44,1,1,1
6949,246,499,41,2,2,2
6950,246,487,38,3,3,2
6951,246,473,37,4,4,2
6952,246,468,22,5,5,2
6953,246,493,14,6,6,1
6954,246,426,12,7,7,1
6955,246,443,12,8,8,0
6956,246,395,12,9,9,0
6957,246,496,11,10,10,0
6958,246,438,10,11,11,0
6959,246,488,6,12,12,0
6960,246,512,5,13,13,0
6961,246,503,4,14,14,0
6962,246,494,3,15,15,0
6963,246,271,1,16,16,0
6964,246,506,1,17,17,0
6965,246,518,1,18,18,0
6966,246,497,1,19,19,0
6967,246,510,0,20,20,0
6968,246,455,0,21,21,0
6969,246,479,0,22,22,0
6970,246,515,0,23,23,0
6971,246,505,0,24,24,0
6972,246,513,0,25,25,0
6973,246,459,0,26,26,0
6974,246,474,0,27,27,0
6975,246,458,0,28,28,0
6976,246,514,0,29,29,0
6977,246,498,0,30,30,0
6978,247,470,46,1,1,1
6979,247,499,41,2,2,2
6980,247,487,38,3,3,2
6981,247,473,37,4,4,2
6982,247,493,23,5,5,2
6983,247,468,22,6,6,2
6984,247,426,18,7,7,1
6985,247,443,12,8,8,0
6986,247,395,12,9,9,0
6987,247,496,11,10,10,0
6988,247,438,10,11,11,0
6989,247,503,8,12,12,0
6990,247,488,6,13,13,0
6991,247,512,5,14,14,0
6992,247,506,4,15,15,0
6993,247,494,3,16,16,0
6994,247,271,1,17,17,0
6995,247,518,1,18,18,0
6996,247,513,1,19,19,0
6997,247,497,1,20,20,0
6998,247,510,0,21,21,0
6999,247,455,0,22,22,0
7000,247,439,0,23,23,0
7001,247,479,0,24,24,0
7002,247,515,0,25,25,0
7003,247,505,0,26,26,0
7004,247,459,0,27,27,0
7005,247,528,0,28,28,0
7006,247,474,0,29,29,0
7007,247,458,0,30,30,0
7008,248,470,46,1,1,1
7009,248,499,45,2,2,2
7010,248,473,43,3,3,2
7011,248,487,38,4,4,2
7012,248,468,31,5,5,3
7013,248,493,23,6,6,2
7014,248,426,19,7,7,1
7015,248,443,12,8,8,0
7016,248,395,12,9,9,0
7017,248,496,11,10,10,0
7018,248,438,10,11,11,0
7019,248,503,8,12,12,0
7020,248,488,6,13,13,0
7021,248,512,5,14,14,0
7022,248,494,5,15,15,0
7023,248,506,4,16,16,0
7024,248,497,4,17,17,0
7025,248,271,1,18,18,0
7026,248,518,1,19,19,0
7027,248,513,1,20,20,0
7028,248,510,0,21,21,0
7029,248,439,0,22,22,0
7030,248,455,0,23,23,0
7031,248,479,0,24,24,0
7032,248,515,0,25,25,0
7033,248,505,0,26,26,0
7034,248,459,0,27,27,0
7035,248,528,0,28,28,0
7036,248,474,0,29,29,0
7037,248,458,0,30,30,0
7038,249,473,52,1,1,3
7039,249,470,52,2,2,1
7040,249,499,45,3,3,2
7041,249,487,38,4,4,2
7042,249,468,35,5,5,3
7043,249,493,23,6,6,2
7044,249,426,20,7,7,1
7045,249,496,13,8,8,0
7046,249,443,12,9,9,0
7047,249,395,12,10,10,0
7048,249,503,11,11,11,0
7049,249,438,10,12,12,0
7050,249,488,6,13,13,0
7051,249,512,5,14,14,0
7052,249,494,5,15,15,0
7053,249,506,4,16,16,0
7054,249,497,4,17,17,0
7055,249,271,1,18,18,0
7056,249,518,1,19,19,0
7057,249,513,1,20,20,0
7058,249,510,0,21,21,0
7059,249,439,0,22,22,0
7060,249,455,0,23,23,0
7061,249,462,0,24,24,0
7062,249,479,0,25,25,0
7063,249,515,0,26,26,0
7064,249,505,0,27,27,0
7065,249,459,0,28,28,0
7066,249,528,0,29,29,0
7067,249,474,0,30,30,0
7068,250,473,55,1,1,3
7069,250,470,52,2,2,1
7070,250,499,45,3,3,2
7071,250,487,38,4,4,2
7072,250,468,35,5,5,3
7073,250,493,32,6,6,3
7074,250,426,20,7,7,1
7075,250,503,15,8,8,0
7076,250,496,14,9,9,0
7077,250,443,12,10,10,0
7078,250,395,12,11,11,0
7079,250,494,11,12,12,0
7080,250,438,10,13,13,0
7081,250,488,6,14,14,0
7082,250,506,6,15,15,0
7083,250,512,5,16,16,0
7084,250,497,4,17,17,0
7085,250,271,1,18,18,0
7086,250,518,1,19,19,0
7087,250,513,1,20,20,0
7088,250,510,0,21,21,0
7089,250,439,0,22,22,0
7090,250,507,0,23,23,0
7091,250,455,0,24,24,0
7092,250,462,0,25,25,0
7093,250,479,0,26,26,0
7094,250,515,0,27,27,0
7095,250,505,0,28,28,0
7096,250,459,0,29,29,0
7097,250,392,0,30,30,0
7098,251,473,9,1,1,1
7099,251,503,6,2,2,0
7100,251,493,4,3,3,0
7101,251,470,3,4,4,0
7102,251,496,2,5,5,0
7103,251,487,1,6,6,0
7104,251,489,0,7,7,0
7105,251,443,0,8,8,0
7106,251,513,0,9,9,0
7107,251,271,0,10,10,0
7108,251,499,0,11,11,0
7109,251,518,0,12,12,0
7110,251,466,0,13,13,0
7111,251,507,0,14,14,0
7112,251,494,0,15,15,0
7113,251,497,0,16,16,0
7114,251,462,0,17,17,0
7115,251,529,0,18,18,0
7116,251,468,0,19,19,0
7117,251,526,0,20,20,0
7118,251,495,0,21,21,0
7119,251,488,0,22,22,0
7120,252,473,15,1,1,1
7121,252,494,9,2,2,1
7122,252,503,7,3,3,0
7123,252,470,6,4,4,0
7124,252,493,4,5,5,0
7125,252,507,4,6,6,0
7126,252,487,3,7,7,0
7127,252,496,2,8,8,0
7128,252,462,0,9,9,0
7129,252,489,0,10,10,0
7130,252,443,0,11,11,0
7131,252,513,0,12,12,0
7132,252,271,0,13,13,0
7133,252,506,0,14,14,0
7134,252,526,0,15,15,0
7135,252,499,0,16,16,0
7136,252,518,0,17,17,0
7137,252,466,0,18,18,0
7138,252,495,0,19,19,0
7139,252,468,0,20,20,0
7140,252,497,0,21,21,0
7141,252,488,0,22,22,0
7142,252,529,0,23,23,0
7143,253,473,15,1,1,1
7144,253,494,12,2,2,1
7145,253,493,10,3,3,0
7146,253,499,9,4,4,1
7147,253,503,7,5,5,0
7148,253,496,6,6,6,0
7149,253,470,6,7,7,0
7150,253,507,5,8,8,0
7151,253,487,5,9,9,0
7152,253,489,0,10,10,0
7153,253,466,0,11,11,0
7154,253,462,0,12,12,0
7155,253,443,0,13,13,0
7156,253,518,0,14,14,0
7157,253,513,0,15,15,0
7158,253,271,0,16,16,0
7159,253,468,0,17,17,0
7160,253,506,0,18,18,0
7161,253,526,0,19,19,0
7162,253,532,0,20,20,0
7163,253,495,0,21,21,0
7164,253,502,0,22,22,0
7165,253,423,0,23,23,0
7166,253,533,0,24,24,0
7167,253,497,0,25,25,0
7168,253,488,0,26,26,0
7169,253,529,0,27,27,0
7170,253,514,0,28,28,0
7171,253,524,0,29,29,0
7172,254,473,15,1,1,1
7173,254,494,12,2,2,1
7174,254,493,12,3,3,0
7175,254,507,9.5,4,4,1
7176,254,499,9,5,5,1
7177,254,503,7,6,6,0
7178,254,496,6,7,7,0
7179,254,470,6,8,8,0
7180,254,487,5,9,9,0
7181,254,443,3,10,10,0
7182,254,488,1.5,11,11,0
7183,254,513,1,12,12,0
7184,254,524,0.5,13,13,0
7185,254,489,0,14,14,0
7186,254,466,0,15,15,0
7187,254,462,0,16,16,0
7188,254,534,0,17,17,0
7189,254,506,0,18,18,0
7190,254,518,0,19,19,0
7191,254,271,0,20,20,0
7192,254,468,0,21,21,0
7193,254,526,0,22,22,0
7194,254,532,0,23,23,0
7195,254,495,0,24,24,0
7196,254,502,0,25,25,0
7197,254,423,0,26,26,0
7198,254,533,0,27,27,0
7199,254,535,0,28,28,0
7200,254,498,0,29,29,0
7201,254,497,0,30,30,0
7202,255,473,21,1,1,1
7203,255,494,16,2,2,1
7204,255,487,14,3,3,1
7205,255,493,12,4,4,0
7206,255,507,10.5,5,5,1
7207,255,499,9,6,6,1
7208,255,496,8,7,7,0
7209,255,503,7,8,8,0
7210,255,470,6,9,9,0
7211,255,443,3,10,10,0
7212,255,468,3,11,11,0
7213,255,488,1.5,12,12,0
7214,255,513,1,13,13,0
7215,255,524,0.5,14,14,0
7216,255,489,0,15,15,0
7217,255,466,0,16,16,0
7218,255,462,0,17,17,0
7219,255,534,0,18,18,0
7220,255,506,0,19,19,0
7221,255,518,0,20,20,0
7222,255,271,0,21,21,0
7223,255,526,0,22,22,0
7224,255,532,0,23,23,0
7225,255,495,0,24,24,0
7226,255,502,0,25,25,0
7227,255,423,0,26,26,0
7228,255,533,0,27,27,0
7229,255,536,0,28,28,0
7230,255,535,0,29,29,0
7231,255,498,0,30,30,0
7232,256,487,23,1,1,2
7233,256,473,21,2,2,1
7234,256,494,16,3,3,1
7235,256,493,16,4,4,0
7236,256,499,15,5,5,1
7237,256,496,11,6,6,0
7238,256,507,10.5,7,7,1
7239,256,470,8,8,8,0
7240,256,503,7,9,9,0
7241,256,443,3,10,10,0
7242,256,468,3,11,11,0
7243,256,488,1.5,12,12,0
7244,256,513,1,13,13,0
7245,256,518,1,14,14,0
7246,256,524,0.5,15,15,0
7247,256,489,0,16,16,0
7248,256,466,0,17,17,0
7249,256,462,0,18,18,0
7250,256,534,0,19,19,0
7251,256,506,0,20,20,0
7252,256,533,0,21,21,0
7253,256,271,0,22,22,0
7254,256,526,0,23,23,0
7255,256,532,0,24,24,0
7256,256,495,0,25,25,0
7257,256,502,0,26,26,0
7258,256,423,0,27,27,0
7259,256,536,0,28,28,0
7260,256,498,0,29,29,0
7261,256,535,0,30,30,0
7262,257,487,32,1,1,3
7263,257,493,22,2,2,0
7264,257,473,21,3,3,1
7265,257,494,16,4,4,1
7266,257,499,15,5,5,1
7267,257,470,12,6,6,0
7268,257,496,11,7,7,0
7269,257,507,10.5,8,8,1
7270,257,503,7,9,9,0
7271,257,443,3,10,10,0
7272,257,462,3,11,11,0
7273,257,468,3,12,12,0
7274,257,489,2,13,13,0
7275,257,488,1.5,14,14,0
7276,257,513,1,15,15,0
7277,257,534,1,16,16,0
7278,257,518,1,17,17,0
7279,257,524,0.5,18,18,0
7280,257,466,0,19,19,0
7281,257,506,0,20,20,0
7282,257,533,0,21,21,0
7283,257,271,0,22,22,0
7284,257,537,0,23,23,0
7285,257,536,0,24,24,0
7286,257,526,0,25,25,0
7287,257,532,0,26,26,0
7288,257,495,0,27,27,0
7289,257,502,0,28,28,0
7290,257,423,0,29,29,0
7291,257,538,0,30,30,0
7292,258,487,38,1,1,3
7293,258,493,25,2,2,0
7294,258,473,21,3,3,1
7295,258,494,18,4,4,1
7296,258,503,16,5,5,1
7297,258,470,16,6,6,0
7298,258,499,15,7,7,1
7299,258,496,11,8,8,0
7300,258,507,10.5,9,9,1
7301,258,443,3,10,10,0
7302,258,462,3,11,11,0
7303,258,468,3,12,12,0
7304,258,489,2,13,13,0
7305,258,518,2,14,14,0
7306,258,488,1.5,15,15,0
7307,258,513,1,16,16,0
7308,258,534,1,17,17,0
7309,258,524,0.5,18,18,0
7310,258,466,0,19,19,0
7311,258,506,0,20,20,0
7312,258,533,0,21,21,0
7313,258,271,0,22,22,0
7314,258,537,0,23,23,0
7315,258,481,0,24,24,0
7316,258,495,0,25,25,0
7317,258,536,0,26,26,0
7318,258,526,0,27,27,0
7319,258,532,0,28,28,0
7320,258,514,0,29,29,0
7321,258,502,0,30,30,0
7322,259,487,47,1,1,4
7323,259,493,25,2,2,0
7324,259,473,24,3,3,1
7325,259,503,22,4,4,1
7326,259,494,18,5,5,1
7327,259,470,16,6,6,0
7328,259,499,15,7,7,1
7329,259,507,14.5,8,8,1
7330,259,496,12,9,9,0
7331,259,462,5,10,10,0
7332,259,443,3,11,11,0
7333,259,468,3,12,12,0
7334,259,489,2,13,13,0
7335,259,518,2,14,14,0
7336,259,488,1.5,15,15,0
7337,259,513,1,16,16,0
7338,259,534,1,17,17,0
7339,259,524,0.5,18,18,0
7340,259,466,0,19,19,0
7341,259,506,0,20,20,0
7342,259,533,0,21,21,0
7343,259,271,0,22,22,0
7344,259,481,0,23,23,0
7345,259,537,0,24,24,0
7346,259,526,0,25,25,0
7347,259,495,0,26,26,0
7348,259,536,0,27,27,0
7349,259,532,0,28,28,0
7350,259,514,0,29,29,0
7351,259,522,0,30,30,0
7352,260,487,47,1,1,4
7353,260,473,33,2,2,2
7354,260,503,25,3,3,1
7355,260,493,25,4,4,0
7356,260,494,24,5,5,1
7357,260,499,19,6,6,1
7358,260,470,16,7,7,0
7359,260,507,14.5,8,8,1
