driverStandingsId,raceId,driverId,points,position,positionText,wins
16791,590,723,0,17,17,0
16792,590,697,0,18,18,0
16793,590,722,0,19,19,0
16794,590,686,0,20,20,0
16795,590,695,0,21,21,0
16796,590,708,0,22,22,0
16797,591,691,63,1,1,6
16798,591,721,48,2,2,2
16799,591,683,26,3,3,1
16800,591,667,25,4,4,0
16801,591,640,16,5,5,0
16802,591,707,16,6,6,0
16803,591,677,16,7,7,0
16804,591,702,11,8,8,1
16805,591,694,10,9,9,0
16806,591,699,9,10,10,0
16807,591,704,6,11,11,0
16808,591,712,5,12,12,0
16809,591,664,4,13,13,0
16810,591,633,3,14,14,0
16811,591,716,1,15,15,0
16812,591,703,1,16,16,0
16813,591,723,0,17,17,0
16814,591,697,0,18,18,0
16815,591,722,0,19,19,0
16816,591,686,0,20,20,0
16817,591,695,0,21,21,0
16818,591,708,0,22,22,0
16819,592,691,73,1,1,7
16820,592,721,52,2,2,2
16821,592,667,31,3,3,0
16822,592,683,29,4,4,1
16823,592,707,18,5,5,0
16824,592,640,16,6,6,0
16825,592,677,16,7,7,0
16826,592,702,11,8,8,1
16827,592,694,11,9,9,0
16828,592,699,9,10,10,0
16829,592,704,6,11,11,0
16830,592,712,5,12,12,0
16831,592,664,4,13,13,0
16832,592,633,3,14,14,0
16833,592,716,1,15,15,0
16834,592,703,1,16,16,0
16835,592,723,0,17,17,0
16836,592,697,0,18,18,0
16837,592,722,0,19,19,0
16838,592,686,0,20,20,0
16839,592,695,0,21,21,0
16840,592,708,0,22,22,0
16841,593,691,79,1,1,7
16842,593,721,62,2,2,3
16843,593,667,35,3,3,0
16844,593,683,29,4,4,1
16845,593,677,19,5,5,0
16846,593,707,18,6,6,0
16847,593,640,16,7,7,0
16848,593,702,13,8,8,1
16849,593,694,12,9,9,0
16850,593,699,9,10,10,0
16851,593,704,6,11,11,0
16852,593,712,5,12,12,0
16853,593,664,4,13,13,0
16854,593,633,3,14,14,0
16855,593,716,1,15,15,0
16856,593,703,1,16,16,0
16857,593,686,0,17,17,0
16858,593,722,0,18,18,0
16859,593,723,0,19,19,0
16860,593,697,0,20,20,0
16861,593,695,0,21,21,0
16862,593,719,0,22,22,0
16863,593,708,0,23,23,0
16864,594,691,81,1,1,7
16865,594,721,68,2,2,3
16866,594,683,39,3,3,2
16867,594,667,38,4,4,0
16868,594,677,23,5,5,0
16869,594,707,18,6,6,0
16870,594,640,17,7,7,0
16871,594,702,13,8,8,1
16872,594,694,12,9,9,0
16873,594,699,9,10,10,0
16874,594,704,6,11,11,0
16875,594,712,5,12,12,0
16876,594,664,4,13,13,0
16877,594,633,3,14,14,0
16878,594,716,1,15,15,0
16879,594,703,1,16,16,0
16880,594,686,0,17,17,0
16881,594,722,0,18,18,0
16882,594,723,0,19,19,0
16883,594,697,0,20,20,0
16884,594,695,0,21,21,0
16885,594,719,0,22,22,0
16886,594,708,0,23,23,0
16887,595,691,81,1,1,7
16888,595,721,68,2,2,3
16889,595,683,49,3,3,3
16890,595,667,44,4,4,0
16891,595,677,27,5,5,0
16892,595,707,18,6,6,0
16893,595,640,17,7,7,0
16894,595,694,14,8,8,0
16895,595,702,13,9,9,1
16896,595,699,9,10,10,0
16897,595,704,6,11,11,0
16898,595,633,6,12,12,0
16899,595,712,5,13,13,0
16900,595,664,4,14,14,0
16901,595,716,2,15,15,0
16902,595,703,1,16,16,0
16903,595,686,0,17,17,0
16904,595,722,0,18,18,0
16905,595,723,0,19,19,0
16906,595,697,0,20,20,0
16907,595,695,0,21,21,0
16908,595,719,0,22,22,0
16909,595,708,0,23,23,0
16910,596,691,87,1,1,7
16911,596,721,78,2,2,4
16912,596,683,53,3,3,3
16913,596,667,47,4,4,0
16914,596,677,27,5,5,0
16915,596,640,18,6,6,0
16916,596,707,18,7,7,0
16917,596,694,14,8,8,0
16918,596,702,13,9,9,1
16919,596,699,11,10,10,0
16920,596,704,6,11,11,0
16921,596,633,6,12,12,0
16922,596,712,5,13,13,0
16923,596,664,4,14,14,0
16924,596,716,2,15,15,0
16925,596,703,1,16,16,0
16926,596,686,0,17,17,0
16927,596,722,0,18,18,0
16928,596,723,0,19,19,0
16929,596,697,0,20,20,0
16930,596,695,0,21,21,0
16931,596,719,0,22,22,0
16932,596,708,0,23,23,0
16933,597,691,97,1,1,8
16934,597,721,78,2,2,4
16935,597,683,59,3,3,3
16936,597,667,47,4,4,0
16937,597,677,31,5,5,0
16938,597,640,21,6,6,0
16939,597,707,18,7,7,0
16940,597,694,14,8,8,0
16941,597,702,13,9,9,1
16942,597,699,11,10,10,0
16943,597,633,8,11,11,0
16944,597,704,7,12,12,0
16945,597,712,5,13,13,0
16946,597,664,4,14,14,0
16947,597,716,2,15,15,0
16948,597,703,1,16,16,0
16949,597,686,0,17,17,0
16950,597,722,0,18,18,0
16951,597,723,0,19,19,0
16952,597,697,0,20,20,0
16953,597,695,0,21,21,0
16954,597,719,0,22,22,0
16955,597,708,0,23,23,0
16956,598,707,10,1,1,1
16957,598,683,6,2,2,0
16958,598,677,4,3,3,0
16959,598,640,3,4,4,0
16960,598,702,2,5,5,0
16961,598,654,1,6,6,0
16962,598,725,0,7,7,0
16963,598,704,0,8,8,0
16964,598,726,0,9,9,0
16965,598,716,0,10,10,0
16966,599,707,10,1,1,1
16967,599,721,10,2,2,1
16968,599,640,9,3,3,0
16969,599,683,8,4,4,0
16970,599,677,7,5,5,0
16971,599,702,6,6,6,0
16972,599,654,1,7,7,0
16973,599,667,1,8,8,0
16974,599,725,0,9,9,0
16975,599,664,0,10,10,0
16976,599,704,0,11,11,0
16977,599,723,0,12,12,0
16978,599,726,0,13,13,0
16979,599,716,0,14,14,0
16980,599,712,0,15,15,0
16981,599,703,0,16,16,0
16982,599,699,0,17,17,0
16983,599,691,0,18,18,0
16984,599,686,0,19,19,0
16985,600,721,20,1,1,2
16986,600,707,10,2,2,1
16987,600,640,10,3,3,0
16988,600,677,9,4,4,0
16989,600,683,8,5,5,0
16990,600,699,6,6,6,0
16991,600,702,6,7,7,0
16992,600,727,4,8,8,0
16993,600,664,3,9,9,0
16994,600,667,1,10,10,0
16995,600,654,1,11,11,0
16996,600,725,0,12,12,0
16997,600,704,0,13,13,0
16998,600,712,0,14,14,0
16999,600,723,0,15,15,0
17000,600,726,0,16,16,0
17001,600,716,0,17,17,0
17002,600,720,0,18,18,0
17003,600,703,0,19,19,0
17004,600,691,0,20,20,0
17005,600,686,0,21,21,0
17006,601,721,20,1,1,2
17007,601,683,14,2,2,0
17008,601,704,10,3,3,1
17009,601,707,10,4,4,1
17010,601,699,10,5,5,0
17011,601,640,10,6,6,0
17012,601,677,10,7,7,0
17013,601,702,6,8,8,0
17014,601,727,4,9,9,0
17015,601,664,3,10,10,0
17016,601,723,3,11,11,0
17017,601,667,3,12,12,0
17018,601,654,1,13,13,0
17019,601,725,0,14,14,0
17020,601,712,0,15,15,0
17021,601,726,0,16,16,0
17022,601,703,0,17,17,0
17023,601,716,0,18,18,0
17024,601,720,0,19,19,0
17025,601,686,0,20,20,0
17026,601,691,0,21,21,0
17027,602,683,24,1,1,1
17028,602,721,20,2,2,2
17029,602,699,14,3,3,0
17030,602,704,10,4,4,1
17031,602,707,10,5,5,1
17032,602,640,10,6,6,0
17033,602,677,10,7,7,0
17034,602,702,9,8,8,0
17035,602,694,6,9,9,0
17036,602,727,4,10,10,0
17037,602,723,4,11,11,0
17038,602,664,3,12,12,0
17039,602,667,3,13,13,0
17040,602,712,2,14,14,0
17041,602,654,1,15,15,0
17042,602,720,0,16,16,0
17043,602,725,0,17,17,0
17044,602,703,0,18,18,0
17045,602,726,0,19,19,0
17046,602,686,0,20,20,0
17047,602,716,0,21,21,0
17048,602,691,0,22,22,0
17049,603,721,30,1,1,3
17050,603,683,27,2,2,1
17051,603,702,15,3,3,0
17052,603,699,14,4,4,0
17053,603,707,11,5,5,1
17054,603,704,10,6,6,1
17055,603,640,10,7,7,0
17056,603,677,10,8,8,0
17057,603,667,7,9,9,0
17058,603,694,6,10,10,0
17059,603,664,5,11,11,0
17060,603,727,4,12,12,0
17061,603,723,4,13,13,0
17062,603,712,2,14,14,0
17063,603,654,1,15,15,0
17064,603,720,0,16,16,0
17065,603,725,0,17,17,0
17066,603,703,0,18,18,0
17067,603,726,0,19,19,0
17068,603,686,0,20,20,0
17069,603,716,0,21,21,0
17070,603,675,0,22,22,0
17071,603,691,0,23,23,0
17072,604,683,37,1,1,2
17073,604,721,30,2,2,3
17074,604,702,15,3,3,0
17075,604,699,14,4,4,0
17076,604,704,13,5,5,1
17077,604,667,13,6,6,0
17078,604,707,11,7,7,1
17079,604,640,10,8,8,0
17080,604,677,10,9,9,0
17081,604,723,8,10,10,0
17082,604,664,7,11,11,0
17083,604,694,6,12,12,0
17084,604,727,4,13,13,0
17085,604,712,2,14,14,0
17086,604,654,1,15,15,0
17087,604,725,1,16,16,0
17088,604,720,0,17,17,0
17089,604,703,0,18,18,0
17090,604,716,0,19,19,0
17091,604,726,0,20,20,0
17092,604,691,0,21,21,0
17093,604,686,0,22,22,0
17094,604,675,0,23,23,0
17095,605,683,47,1,1,3
17096,605,721,33,2,2,3
17097,605,704,19,3,3,1
17098,605,699,18,4,4,0
17099,605,702,15,5,5,0
17100,605,667,15,6,6,0
17101,605,707,11,7,7,1
17102,605,640,10,8,8,0
17103,605,677,10,9,9,0
17104,605,723,8,10,10,0
17105,605,664,7,11,11,0
17106,605,694,6,12,12,0
17107,605,727,5,13,13,0
17108,605,712,2,14,14,0
17109,605,654,1,15,15,0
17110,605,725,1,16,16,0
17111,605,720,0,17,17,0
17112,605,703,0,18,18,0
17113,605,716,0,19,19,0
17114,605,726,0,20,20,0
17115,605,691,0,21,21,0
17116,605,686,0,22,22,0
17117,605,675,0,23,23,0
17118,606,683,47,1,1,3
17119,606,721,43,2,2,4
17120,606,667,21,3,3,0
17121,606,704,19,4,4,1
17122,606,699,18,5,5,0
17123,606,702,15,6,6,0
17124,606,707,14,7,7,1
17125,606,640,10,8,8,0
17126,606,677,10,9,9,0
17127,606,723,8,10,10,0
17128,606,727,7,11,11,0
17129,606,664,7,12,12,0
17130,606,694,6,13,13,0
17131,606,729,4,14,14,0
17132,606,712,2,15,15,0
17133,606,725,1,16,16,0
17134,606,654,1,17,17,0
17135,606,691,1,18,18,0
17136,606,720,0,19,19,0
17137,606,726,0,20,20,0
17138,606,703,0,21,21,0
17139,606,716,0,22,22,0
17140,606,730,0,23,23,0
17141,606,686,0,24,24,0
17142,606,675,0,25,25,0
17143,606,724,0,26,26,0
17144,607,683,53,1,1,3
17145,607,721,43,2,2,4
17146,607,667,22,3,3,0
17147,607,640,20,4,4,1
17148,607,704,19,5,5,1
17149,607,699,18,6,6,0
17150,607,702,15,7,7,0
17151,607,707,14,8,8,1
17152,607,677,14,9,9,0
17153,607,727,9,10,10,0
17154,607,723,8,11,11,0
17155,607,664,7,12,12,0
17156,607,694,6,13,13,0
17157,607,729,4,14,14,0
17158,607,726,3,15,15,0
17159,607,712,2,16,16,0
17160,607,725,1,17,17,0
17161,607,654,1,18,18,0
17162,607,691,1,19,19,0
17163,607,720,0,20,20,0
17164,607,703,0,21,21,0
17165,607,716,0,22,22,0
17166,607,730,0,23,23,0
17167,607,686,0,24,24,0
17168,607,675,0,25,25,0
17169,607,724,0,26,26,0
17170,608,683,56,1,1,3
17171,608,721,53,2,2,5
17172,608,667,22,3,3,0
17173,608,640,20,4,4,1
17174,608,704,19,5,5,1
17175,608,699,18,6,6,0
17176,608,702,15,7,7,0
17177,608,707,14,8,8,1
17178,608,677,14,9,9,0
17179,608,664,11,10,10,0
17180,608,727,11,11,11,0
17181,608,723,8,12,12,0
17182,608,691,7,13,13,0
17183,608,694,6,14,14,0
17184,608,729,4,15,15,0
17185,608,726,3,16,16,0
17186,608,712,2,17,17,0
17187,608,725,2,18,18,0
17188,608,654,1,19,19,0
17189,608,720,0,20,20,0
17190,608,703,0,21,21,0
17191,608,716,0,22,22,0
17192,608,730,0,23,23,0
17193,608,686,0,24,24,0
17194,608,724,0,25,25,0
17195,608,675,0,26,26,0
17196,609,683,66,1,1,4
17197,609,721,55,2,2,5
17198,609,704,23,3,3,1
17199,609,667,22,4,4,0
17200,609,640,21,5,5,1
17201,609,699,18,6,6,0
17202,609,702,15,7,7,0
17203,609,707,14,8,8,1
17204,609,723,14,9,9,0
17205,609,677,14,10,10,0
17206,609,664,14,11,11,0
17207,609,727,11,12,12,0
17208,609,691,7,13,13,0
17209,609,694,6,14,14,0
17210,609,729,4,15,15,0
17211,609,726,3,16,16,0
17212,609,712,2,17,17,0
17213,609,725,2,18,18,0
17214,609,654,1,19,19,0
17215,609,716,0,20,20,0
17216,609,720,0,21,21,0
17217,609,703,0,22,22,0
17218,609,730,0,23,23,0
17219,609,675,0,24,24,0
17220,609,686,0,25,25,0
17221,609,724,0,26,26,0
17222,610,683,67,1,1,4
17223,610,721,57,2,2,5
17224,610,667,28,3,3,0
17225,610,704,27,4,4,1
17226,610,707,24,5,5,2
17227,610,640,21,6,6,1
17228,610,699,18,7,7,0
17229,610,723,17,8,8,0
17230,610,702,15,9,9,0
17231,610,677,14,10,10,0
17232,610,664,14,11,11,0
17233,610,727,11,12,12,0
17234,610,691,7,13,13,0
17235,610,694,6,14,14,0
17236,610,729,4,15,15,0
17237,610,726,3,16,16,0
17238,610,712,2,17,17,0
17239,610,725,2,18,18,0
17240,610,654,1,19,19,0
17241,610,716,0,20,20,0
17242,610,720,0,21,21,0
17243,610,703,0,22,22,0
17244,610,730,0,23,23,0
17245,610,675,0,24,24,0
17246,610,686,0,25,25,0
17247,610,724,0,26,26,0
17248,611,683,68,1,1,4
17249,611,721,67,2,2,6
17250,611,704,31,3,3,1
17251,611,707,30,4,4,2
17252,611,667,28,5,5,0
17253,611,640,21,6,6,1
17254,611,723,20,7,7,0
17255,611,699,18,8,8,0
17256,611,702,15,9,9,0
17257,611,677,14,10,10,0
17258,611,664,14,11,11,0
17259,611,727,13,12,12,0
17260,611,691,7,13,13,0
17261,611,694,6,14,14,0
17262,611,729,4,15,15,0
17263,611,726,3,16,16,0
17264,611,712,2,17,17,0
17265,611,725,2,18,18,0
17266,611,654,1,19,19,0
17267,611,716,0,20,20,0
17268,611,720,0,21,21,0
17269,611,703,0,22,22,0
17270,611,675,0,23,23,0
17271,611,730,0,24,24,0
17272,611,686,0,25,25,0
17273,611,724,0,26,26,0
17274,612,721,77,1,1,7
17275,612,683,68,2,2,4
17276,612,704,35,3,3,1
17277,612,667,34,4,4,0
17278,612,707,30,5,5,2
17279,612,640,24,6,6,1
17280,612,723,20,7,7,0
17281,612,699,18,8,8,0
17282,612,702,16,9,9,0
17283,612,677,14,10,10,0
17284,612,664,14,11,11,0
17285,612,727,13,12,12,0
17286,612,691,7,13,13,0
17287,612,694,6,14,14,0
17288,612,729,4,15,15,0
17289,612,726,3,16,16,0
17290,612,716,2,17,17,0
17291,612,712,2,18,18,0
17292,612,725,2,19,19,0
17293,612,654,1,20,20,0
17294,612,720,0,21,21,0
17295,612,703,0,22,22,0
17296,612,675,0,23,23,0
17297,612,730,0,24,24,0
17298,612,686,0,25,25,0
17299,612,724,0,26,26,0
17300,613,683,78,1,1,5
17301,613,721,77,2,2,7
17302,613,704,41,3,3,1
17303,613,667,36,4,4,0
17304,613,707,30,5,5,2
17305,613,640,24,6,6,1
17306,613,699,22,7,7,0
17307,613,723,20,8,8,0
17308,613,677,17,9,9,0
17309,613,702,16,10,10,0
17310,613,664,15,11,11,0
17311,613,727,13,12,12,0
17312,613,691,7,13,13,0
17313,613,694,6,14,14,0
17314,613,729,4,15,15,0
17315,613,726,3,16,16,0
17316,613,716,2,17,17,0
17317,613,712,2,18,18,0
17318,613,725,2,19,19,0
17319,613,654,1,20,20,0
17320,613,720,0,21,21,0
17321,613,703,0,22,22,0
17322,613,675,0,23,23,0
17323,613,730,0,24,24,0
17324,613,686,0,25,25,0
17325,613,724,0,26,26,0
17326,614,721,81,1,1,7
17327,614,704,42,2,2,1
17328,614,707,36,3,3,2
17329,614,667,36,4,4,0
17330,614,640,27,5,5,1
17331,614,677,27,6,6,1
17332,614,699,24,7,7,0
17333,614,723,20,8,8,0
17334,614,702,16,9,9,0
17335,614,664,15,10,10,0
17336,614,727,13,11,11,0
17337,614,691,7,12,12,0
17338,614,694,6,13,13,0
17339,614,729,4,14,14,0
17340,614,726,3,15,15,0
17341,614,716,2,16,16,0
17342,614,712,2,17,17,0
17343,614,725,2,18,18,0
17344,614,654,1,19,19,0
17345,614,720,0,20,20,0
17346,614,703,0,21,21,0
17347,614,675,0,22,22,0
17348,614,730,0,23,23,0
17349,614,686,0,24,24,0
17350,614,724,0,25,25,0
17351,614,683,78,26,D,5
17352,615,677,10,1,1,1
17353,615,707,6,2,2,0
17354,615,704,4,3,3,0
17355,615,699,3,4,4,0
17356,615,721,2,5,5,0
17357,615,664,1,6,6,0
17358,615,729,0,7,7,0
17359,615,691,0,8,8,0
17360,615,702,0,9,9,0
17361,616,677,20,1,1,2
17362,616,707,12,2,2,0
17363,616,704,6,3,3,0
17364,616,683,4,4,4,0
17365,616,729,3,5,5,0
17366,616,699,3,6,6,0
17367,616,721,2,7,7,0
17368,616,664,1,8,8,0
17369,616,723,1,9,9,0
17370,616,691,0,10,10,0
17371,616,667,0,11,11,0
17372,616,702,0,12,12,0
17373,616,720,0,13,13,0
17374,617,677,26,1,1,2
17375,617,683,14,2,2,1
17376,617,707,13,3,3,0
17377,617,699,7,4,4,0
17378,617,704,6,5,5,0
17379,617,729,6,6,6,0
17380,617,721,2,7,7,0
17381,617,667,2,8,8,0
17382,617,723,1,9,9,0
17383,617,664,1,10,10,0
17384,617,691,0,11,11,0
17385,617,702,0,12,12,0
17386,617,694,0,13,13,0
17387,617,720,0,14,14,0
17388,617,726,0,15,15,0
17389,617,732,0,16,16,0
17390,617,725,0,17,17,0
17391,617,722,0,18,18,0
17392,618,677,26,1,1,2
17393,618,707,23,2,2,1
17394,618,683,20,3,3,1
17395,618,699,11,4,4,0
17396,618,704,8,5,5,0
17397,618,729,6,6,6,0
17398,618,721,5,7,7,0
17399,618,667,3,8,8,0
17400,618,723,1,9,9,0
17401,618,664,1,10,10,0
17402,618,727,0,11,11,0
17403,618,691,0,12,12,0
17404,618,731,0,13,13,0
17405,618,702,0,14,14,0
17406,618,712,0,15,15,0
17407,618,694,0,16,16,0
17408,618,720,0,17,17,0
17409,618,726,0,18,18,0
17410,618,732,0,19,19,0
17411,618,725,0,20,20,0
17412,618,722,0,21,21,0
17413,619,677,36,1,1,3
17414,619,707,29,2,2,1
17415,619,683,24,3,3,1
17416,619,699,11,4,4,0
17417,619,729,9,5,5,0
17418,619,704,8,6,6,0
17419,619,721,6,7,7,0
17420,619,667,3,8,8,0
17421,619,694,2,9,9,0
17422,619,664,1,10,10,0
17423,619,723,1,11,11,0
17424,619,727,0,12,12,0
17425,619,691,0,13,13,0
17426,619,731,0,14,14,0
17427,619,702,0,15,15,0
17428,619,726,0,16,16,0
17429,619,712,0,17,17,0
17430,619,720,0,18,18,0
17431,619,732,0,19,19,0
17432,619,725,0,20,20,0
17433,619,722,0,21,21,0
17434,620,677,46,1,1,4
17435,620,707,29,2,2,1
17436,620,683,24,3,3,1
17437,620,699,15,4,4,0
17438,620,729,9,5,5,0
17439,620,704,8,6,6,0
17440,620,721,8,7,7,0
17441,620,723,7,8,8,0
17442,620,712,3,9,9,0
17443,620,667,3,10,10,0
17444,620,694,2,11,11,0
17445,620,664,1,12,12,0
17446,620,716,1,13,13,0
17447,620,727,0,14,14,0
17448,620,691,0,15,15,0
17449,620,731,0,16,16,0
17450,620,702,0,17,17,0
17451,620,726,0,18,18,0
17452,620,725,0,19,19,0
17453,620,720,0,20,20,0
17454,620,732,0,21,21,0
17455,620,722,0,22,22,0
17456,621,677,46,1,1,4
17457,621,683,34,2,2,2
17458,621,707,29,3,3,1
17459,621,699,19,4,4,0
17460,621,723,13,5,5,0
17461,621,729,12,6,6,0
17462,621,704,8,7,7,0
17463,621,721,8,8,8,0
17464,621,694,4,9,9,0
17465,621,712,3,10,10,0
17466,621,667,3,11,11,0
17467,621,664,1,12,12,0
17468,621,716,1,13,13,0
17469,621,720,1,14,14,0
17470,621,725,0,15,15,0
17471,621,727,0,16,16,0
17472,621,691,0,17,17,0
17473,621,722,0,18,18,0
17474,621,731,0,19,19,0
17475,621,702,0,20,20,0
17476,621,726,0,21,21,0
17477,621,732,0,22,22,0
17478,622,677,50,1,1,4
17479,622,683,44,2,2,3
17480,622,707,30,3,3,1
17481,622,699,25,4,4,0
17482,622,729,14,5,5,0
17483,622,723,13,6,6,0
17484,622,721,11,7,7,0
17485,622,704,8,8,8,0
17486,622,694,4,9,9,0
17487,622,712,3,10,10,0
17488,622,667,3,11,11,0
17489,622,664,1,12,12,0
17490,622,716,1,13,13,0
17491,622,720,1,14,14,0
17492,622,725,0,15,15,0
17493,622,727,0,16,16,0
17494,622,691,0,17,17,0
17495,622,722,0,18,18,0
17496,622,731,0,19,19,0
17497,622,702,0,20,20,0
17498,622,726,0,21,21,0
17499,622,732,0,22,22,0
17500,622,703,0,23,23,0
17501,623,677,56,1,1,4
17502,623,683,54,2,2,4
17503,623,707,30,3,3,1
17504,623,699,29,4,4,0
17505,623,729,17,5,5,0
17506,623,723,15,6,6,0
17507,623,721,11,7,7,0
17508,623,704,8,8,8,0
17509,623,694,4,9,9,0
17510,623,712,3,10,10,0
17511,623,667,3,11,11,0
17512,623,664,1,12,12,0
17513,623,727,1,13,13,0
17514,623,716,1,14,14,0
17515,623,720,1,15,15,0
17516,623,725,0,16,16,0
17517,623,691,0,17,17,0
17518,623,722,0,18,18,0
17519,623,731,0,19,19,0
17520,623,702,0,20,20,0
17521,623,732,0,21,21,0
17522,623,726,0,22,22,0
17523,623,703,0,23,23,0
17524,624,677,66,1,1,5
17525,624,683,58,2,2,4
17526,624,707,36,3,3,1
17527,624,699,32,4,4,0
17528,624,729,17,5,5,0
17529,624,723,15,6,6,0
17530,624,721,12,7,7,0
17531,624,704,8,8,8,0
17532,624,694,4,9,9,0
17533,624,712,3,10,10,0
17534,624,667,3,11,11,0
17535,624,727,3,12,12,0
17536,624,664,1,13,13,0
17537,624,716,1,14,14,0
17538,624,720,1,15,15,0
17539,624,691,0,16,16,0
17540,624,725,0,17,17,0
17541,624,722,0,18,18,0
17542,624,731,0,19,19,0
17543,624,726,0,20,20,0
17544,624,702,0,21,21,0
17545,624,732,0,22,22,0
17546,624,703,0,23,23,0
17547,625,677,76,1,1,6
17548,625,683,60,2,2,4
17549,625,707,42,3,3,1
17550,625,699,32,4,4,0
17551,625,729,17,5,5,0
17552,625,721,16,6,6,0
17553,625,723,15,7,7,0
17554,625,704,8,8,8,0
17555,625,694,4,9,9,0
17556,625,727,4,10,10,0
17557,625,691,3,11,11,0
17558,625,712,3,12,12,0
17559,625,667,3,13,13,0
17560,625,664,1,14,14,0
17561,625,716,1,15,15,0
17562,625,720,1,16,16,0
17563,625,725,0,17,17,0
17564,625,722,0,18,18,0
17565,625,731,0,19,19,0
17566,625,726,0,20,20,0
17567,625,702,0,21,21,0
17568,625,732,0,22,22,0
17569,625,703,0,23,23,0
17570,626,677,77,1,1,6
17571,626,683,70,2,2,5
17572,626,707,48,3,3,1
17573,626,699,32,4,4,0
17574,626,721,20,5,5,0
17575,626,729,17,6,6,0
17576,626,723,15,7,7,0
17577,626,704,10,8,8,0
17578,626,691,6,9,9,0
17579,626,694,4,10,10,0
17580,626,727,4,11,11,0
17581,626,712,3,12,12,0
17582,626,667,3,13,13,0
17583,626,664,1,14,14,0
17584,626,716,1,15,15,0
17585,626,720,1,16,16,0
17586,626,725,0,17,17,0
17587,626,722,0,18,18,0
17588,626,731,0,19,19,0
17589,626,726,0,20,20,0
17590,626,702,0,21,21,0
17591,626,732,0,22,22,0
17592,626,703,0,23,23,0
17593,627,677,77,1,1,6
17594,627,683,70,2,2,5
17595,627,707,48,3,3,1
17596,627,699,32,4,4,0
17597,627,721,20,5,5,0
17598,627,729,17,6,6,0
17599,627,691,16,7,7,1
17600,627,723,15,8,8,0
17601,627,704,13,9,9,0
17602,627,727,10,10,10,0
17603,627,667,7,11,11,0
17604,627,694,4,12,12,0
17605,627,712,3,13,13,0
17606,627,716,3,14,14,0
17607,627,664,1,15,15,0
17608,627,726,1,16,16,0
17609,627,720,1,17,17,0
17610,627,725,0,18,18,0
17611,627,722,0,19,19,0
17612,627,731,0,20,20,0
17613,627,702,0,21,21,0
17614,627,732,0,22,22,0
17615,627,703,0,23,23,0
17616,628,677,80,1,1,6
17617,628,683,80,2,2,6
17618,628,707,48,3,3,1
17619,628,699,38,4,4,0
17620,628,721,20,5,5,0
17621,628,691,17,6,6,1
17622,628,729,17,7,7,0
17623,628,723,15,8,8,0
17624,628,727,14,9,9,0
17625,628,704,13,10,10,0
17626,628,667,9,11,11,0
17627,628,694,4,12,12,0
17628,628,712,3,13,13,0
17629,628,716,3,14,14,0
17630,628,664,1,15,15,0
17631,628,726,1,16,16,0
17632,628,720,1,17,17,0
17633,628,725,0,18,18,0
17634,628,731,0,19,19,0
17635,628,722,0,20,20,0
17636,628,732,0,21,21,0
17637,628,702,0,22,22,0
17638,628,703,0,23,23,0
17639,629,677,90,1,1,7
17640,629,683,86,2,2,6
17641,629,707,52,3,3,1
17642,629,699,41,4,4,0
17643,629,721,20,5,5,0
17644,629,691,17,6,6,1
17645,629,729,17,7,7,0
17646,629,723,16,8,8,0
17647,629,704,15,9,9,0
17648,629,727,14,10,10,0
17649,629,667,9,11,11,0
17650,629,694,4,12,12,0
17651,629,712,3,13,13,0
17652,629,716,3,14,14,0
17653,629,664,1,15,15,0
17654,629,726,1,16,16,0
17655,629,720,1,17,17,0
17656,629,725,0,18,18,0
17657,629,731,0,19,19,0
17658,629,722,0,20,20,0
17659,629,732,0,21,21,0
17660,629,702,0,22,22,0
17661,629,703,0,23,23,0
17662,630,677,100,1,1,8
17663,630,683,86,2,2,6
17664,630,707,56,3,3,1
17665,630,699,47,4,4,0
17666,630,721,21,5,5,0
17667,630,691,20,6,6,1
17668,630,704,17,7,7,0
17669,630,729,17,8,8,0
17670,630,723,16,9,9,0
17671,630,727,14,10,10,0
17672,630,667,9,11,11,0
17673,630,694,4,12,12,0
17674,630,712,3,13,13,0
17675,630,716,3,14,14,0
17676,630,664,1,15,15,0
17677,630,726,1,16,16,0
17678,630,720,1,17,17,0
17679,630,725,0,18,18,0
17680,630,731,0,19,19,0
17681,630,722,0,20,20,0
17682,630,732,0,21,21,0
17683,630,702,0,22,22,0
17684,630,703,0,23,23,0
17685,631,699,10,1,1,1
17686,631,704,6,2,2,0
17687,631,727,4,3,3,0
17688,631,723,3,4,4,0
17689,631,694,2,5,5,0
17690,631,733,1,6,6,0
17691,631,732,0,7,7,0
17692,631,683,0,8,8,0
17693,632,699,12,1,1,1
17694,632,677,10,2,2,1
17695,632,704,10,3,3,0
17696,632,727,7,4,4,0
17697,632,683,6,5,5,0
17698,632,723,3,6,6,0
17699,632,694,2,7,7,0
17700,632,733,1,8,8,0
17701,632,702,1,9,9,0
17702,632,732,0,10,10,0
17703,632,729,0,11,11,0
17704,632,735,0,12,12,0
17705,633,683,16,1,1,1
17706,633,699,12,2,2,1
17707,633,677,10,3,3,1
17708,633,704,10,4,4,0
17709,633,727,7,5,5,0
17710,633,707,6,6,6,0
17711,633,694,6,7,7,0
17712,633,723,5,8,8,0
17713,633,691,3,9,9,0
17714,633,667,1,10,10,0
17715,633,733,1,11,11,0
17716,633,702,1,12,12,0
17717,633,732,0,13,13,0
17718,633,712,0,14,14,0
17719,633,729,0,15,15,0
17720,633,695,0,16,16,0
17721,633,735,0,17,17,0
