constructorStandingsId,raceId,constructorId,points,position,positionText,wins
2622,270,143,0,14,14,0
2623,270,146,0,15,15,0
2624,270,137,0,16,16,0
2625,270,94,0,17,17,0
2626,270,130,0,18,18,0
2627,270,33,0,19,19,0
2628,271,6,55,1,1,5
2629,271,120,31,2,2,1
2630,271,114,23,3,3,1
2631,271,145,10,4,4,0
2632,271,116,6,5,5,0
2633,271,128,4,6,6,0
2634,271,55,4,7,7,0
2635,271,144,3,8,8,0
2636,271,135,2,9,9,0
2637,271,129,2,10,10,0
2638,271,119,2,11,11,0
2639,271,138,2,12,12,0
2640,271,134,1,13,13,0
2641,271,143,0,14,14,0
2642,271,146,0,15,15,0
2643,271,137,0,16,16,0
2644,271,94,0,17,17,0
2645,271,130,0,18,18,0
2646,271,33,0,19,19,0
2647,272,6,55,1,1,5
2648,272,120,37,2,2,1
2649,272,114,31,3,3,2
2650,272,145,10,4,4,0
2651,272,135,6,5,5,0
2652,272,55,6,6,6,0
2653,272,144,6,7,7,0
2654,272,116,6,8,8,0
2655,272,128,4,9,9,0
2656,272,129,2,10,10,0
2657,272,119,2,11,11,0
2658,272,138,2,12,12,0
2659,272,134,1,13,13,0
2660,272,143,0,14,14,0
2661,272,146,0,15,15,0
2662,272,137,0,16,16,0
2663,272,94,0,17,17,0
2664,272,130,0,18,18,0
2665,272,33,0,19,19,0
2666,273,6,64,1,1,6
2667,273,120,43,2,2,1
2668,273,114,31,3,3,2
2669,273,135,10,4,4,0
2670,273,145,10,5,5,0
2671,273,128,7,6,6,0
2672,273,55,6,7,7,0
2673,273,144,6,8,8,0
2674,273,116,6,9,9,0
2675,273,119,4,10,10,0
2676,273,138,3,11,11,0
2677,273,129,2,12,12,0
2678,273,134,1,13,13,0
2679,273,143,0,14,14,0
2680,273,130,0,15,15,0
2681,273,146,0,16,16,0
2682,273,137,0,17,17,0
2683,273,94,0,18,18,0
2684,273,33,0,19,19,0
2685,274,6,64,1,1,6
2686,274,120,49,2,2,1
2687,274,114,40,3,3,3
2688,274,135,10,4,4,0
2689,274,145,10,5,5,0
2690,274,144,9,6,6,0
2691,274,55,8,7,7,0
2692,274,128,7,8,8,0
2693,274,116,6,9,9,0
2694,274,119,4,10,10,0
2695,274,138,3,11,11,0
2696,274,129,2,12,12,0
2697,274,134,1,13,13,0
2698,274,143,0,14,14,0
2699,274,130,0,15,15,0
2700,274,146,0,16,16,0
2701,274,137,0,17,17,0
2702,274,94,0,18,18,0
2703,274,33,0,19,19,0
2704,275,6,64,1,1,6
2705,275,120,49,2,2,1
2706,275,114,43,3,3,3
2707,275,135,19,4,4,1
2708,275,145,16,5,5,0
2709,275,55,12,6,6,0
2710,275,144,9,7,7,0
2711,275,128,7,8,8,0
2712,275,116,7,9,9,0
2713,275,119,4,10,10,0
2714,275,138,3,11,11,0
2715,275,129,2,12,12,0
2716,275,134,1,13,13,0
2717,275,143,0,14,14,0
2718,275,130,0,15,15,0
2719,275,146,0,16,16,0
2720,275,137,0,17,17,0
2721,275,94,0,18,18,0
2722,275,33,0,19,19,0
2723,276,6,70,1,1,6
2724,276,114,52,2,2,4
2725,276,120,51,3,3,1
2726,276,135,19,4,4,1
2727,276,145,16,5,5,0
2728,276,55,16,6,6,0
2729,276,128,10,7,7,0
2730,276,144,9,8,8,0
2731,276,116,8,9,9,0
2732,276,119,4,10,10,0
2733,276,138,3,11,11,0
2734,276,129,2,12,12,0
2735,276,134,1,13,13,0
2736,276,143,0,14,14,0
2737,276,130,0,15,15,0
2738,276,146,0,16,16,0
2739,276,137,0,17,17,0
2740,276,94,0,18,18,0
2741,276,33,0,19,19,0
2742,277,6,76,1,1,6
2743,277,120,53,2,2,1
2744,277,114,52,3,3,4
2745,277,145,20,4,4,0
2746,277,135,19,5,5,1
2747,277,116,17,6,6,1
2748,277,55,16,7,7,0
2749,277,128,10,8,8,0
2750,277,144,9,9,9,0
2751,277,119,4,10,10,0
2752,277,138,3,11,11,0
2753,277,129,2,12,12,0
2754,277,134,1,13,13,0
2755,277,143,0,14,14,0
2756,277,130,0,15,15,0
2757,277,146,0,16,16,0
2758,277,137,0,17,17,0
2759,277,94,0,18,18,0
2760,277,33,0,19,19,0
2761,278,6,77,1,1,6
2762,278,114,61,2,2,5
2763,278,120,59,3,3,1
2764,278,145,20,4,4,0
2765,278,55,20,5,5,0
2766,278,135,19,6,6,1
2767,278,116,17,7,7,1
2768,278,128,10,8,8,0
2769,278,144,9,9,9,0
2770,278,119,4,10,10,0
2771,278,138,3,11,11,0
2772,278,129,2,12,12,0
2773,278,134,1,13,13,0
2774,278,143,0,14,14,0
2775,278,130,0,15,15,0
2776,278,146,0,16,16,0
2777,278,137,0,17,17,0
2778,278,94,0,18,18,0
2779,278,33,0,19,19,0
2780,279,6,81,1,1,6
2781,279,114,70,2,2,6
2782,279,120,65,3,3,1
2783,279,135,20,4,4,1
2784,279,145,20,5,5,0
2785,279,55,20,6,6,0
2786,279,116,19,7,7,1
2787,279,128,10,8,8,0
2788,279,144,9,9,9,0
2789,279,119,4,10,10,0
2790,279,138,3,11,11,0
2791,279,129,2,12,12,0
2792,279,134,1,13,13,0
2793,279,143,0,14,14,0
2794,279,130,0,15,15,0
2795,279,146,0,16,16,0
2796,279,137,0,17,17,0
2797,279,94,0,18,18,0
2798,279,33,0,19,19,0
2799,280,6,83,1,1,6
2800,280,114,74,2,2,6
2801,280,120,71,3,3,1
2802,280,55,29,4,4,1
2803,280,135,20,5,5,1
2804,280,145,20,6,6,0
2805,280,116,19,7,7,1
2806,280,128,10,8,8,0
2807,280,144,9,9,9,0
2808,280,119,7,10,10,0
2809,280,138,3,11,11,0
2810,280,129,2,12,12,0
2811,280,134,1,13,13,0
2812,280,130,0,14,14,0
2813,280,143,0,15,15,0
2814,280,146,0,16,16,0
2815,280,137,0,17,17,0
2816,280,147,0,18,18,0
2817,280,94,0,19,19,0
2818,280,33,0,20,20,0
2819,280,140,0,21,21,0
2820,281,143,9,1,1,1
2821,281,81,6,2,2,0
2822,281,6,4,3,3,0
2823,281,138,3,4,4,0
2824,281,55,2,5,5,0
2825,281,129,1,6,6,0
2826,281,119,0,7,7,0
2827,281,116,0,8,8,0
2828,281,128,0,9,9,0
2829,281,145,0,10,10,0
2830,281,120,0,11,11,0
2831,281,114,0,12,12,0
2832,282,6,13,1,1,1
2833,282,143,9,2,2,1
2834,282,81,6,3,3,0
2835,282,114,6,4,4,0
2836,282,138,6,5,5,0
2837,282,55,4,6,6,0
2838,282,128,1,7,7,0
2839,282,129,1,8,8,0
2840,282,119,0,9,9,0
2841,282,116,0,10,10,0
2842,282,145,0,11,11,0
2843,282,120,0,12,12,0
2844,282,33,0,13,13,0
2845,283,6,22,1,1,2
2846,283,143,15,2,2,1
2847,283,114,9,3,3,0
2848,283,81,7,4,4,0
2849,283,138,6,5,5,0
2850,283,120,4,6,6,0
2851,283,55,4,7,7,0
2852,283,129,1,8,8,0
2853,283,128,1,9,9,0
2854,283,119,0,10,10,0
2855,283,116,0,11,11,0
2856,283,33,0,12,12,0
2857,283,145,0,13,13,0
2858,284,6,28,1,1,2
2859,284,143,19,2,2,1
2860,284,55,13,3,3,1
2861,284,114,9,4,4,0
2862,284,138,8,5,5,0
2863,284,81,7,6,6,0
2864,284,120,7,7,7,0
2865,284,129,1,8,8,0
2866,284,128,1,9,9,0
2867,284,135,1,10,10,0
2868,284,119,0,11,11,0
2869,284,145,0,12,12,0
2870,284,116,0,13,13,0
2871,284,33,0,14,14,0
2872,285,6,34,1,1,2
2873,285,143,23,2,2,1
2874,285,55,22,3,3,2
2875,285,114,12,4,4,0
2876,285,81,8,5,5,0
2877,285,138,8,6,6,0
2878,285,120,7,7,7,0
2879,285,129,1,8,8,0
2880,285,128,1,9,9,0
2881,285,135,1,10,10,0
2882,285,119,0,11,11,0
2883,285,145,0,12,12,0
2884,285,116,0,13,13,0
2885,285,33,0,14,14,0
2886,285,130,0,15,15,0
2887,285,148,0,16,16,0
2888,286,6,40,1,1,2
2889,286,143,32,2,2,2
2890,286,55,24,3,3,2
2891,286,114,15,4,4,0
2892,286,81,8,5,5,0
2893,286,138,8,6,6,0
2894,286,120,7,7,7,0
2895,286,128,2,8,8,0
2896,286,129,1,9,9,0
2897,286,135,1,10,10,0
2898,286,119,0,11,11,0
2899,286,145,0,12,12,0
2900,286,116,0,13,13,0
2901,286,130,0,14,14,0
2902,286,33,0,15,15,0
2903,286,148,0,16,16,0
2904,287,6,46,1,1,2
2905,287,55,33,2,2,3
2906,287,143,32,3,3,2
2907,287,114,15,4,4,0
2908,287,120,11,5,5,0
2909,287,81,9,6,6,0
2910,287,138,8,7,7,0
2911,287,128,4,8,8,0
2912,287,119,3,9,9,0
2913,287,129,1,10,10,0
2914,287,135,1,11,11,0
2915,287,145,0,12,12,0
2916,287,130,0,13,13,0
2917,287,116,0,14,14,0
2918,287,148,0,15,15,0
2919,287,33,0,16,16,0
2920,288,6,50,1,1,2
2921,288,55,34,2,2,3
2922,288,143,32,3,3,2
2923,288,114,21,4,4,0
2924,288,120,14,5,5,0
2925,288,81,11,6,6,0
2926,288,145,9,7,7,1
2927,288,138,8,8,8,0
2928,288,128,4,9,9,0
2929,288,119,3,10,10,0
2930,288,129,1,11,11,0
2931,288,135,1,12,12,0
2932,288,130,0,13,13,0
2933,288,116,0,14,14,0
2934,288,148,0,15,15,0
2935,288,33,0,16,16,0
2936,289,6,50,1,1,2
2937,289,55,43,2,2,4
2938,289,143,32,3,3,2
2939,289,114,25,4,4,0
2940,289,81,17,5,5,0
2941,289,120,14,6,6,0
2942,289,145,9,7,7,1
2943,289,138,8,8,8,0
2944,289,128,4,9,9,0
2945,289,119,3,10,10,0
2946,289,129,1,11,11,0
2947,289,135,1,12,12,0
2948,289,130,0,13,13,0
2949,289,116,0,14,14,0
2950,289,148,0,15,15,0
2951,289,33,0,16,16,0
2952,290,6,56,1,1,2
2953,290,55,47,2,2,4
2954,290,114,34,3,3,1
2955,290,143,32,4,4,2
2956,290,81,19,5,5,0
2957,290,120,14,6,6,0
2958,290,145,10,7,7,1
2959,290,138,8,8,8,0
2960,290,128,4,9,9,0
2961,290,119,3,10,10,0
2962,290,129,1,11,11,0
2963,290,135,1,12,12,0
2964,290,130,0,13,13,0
2965,290,116,0,14,14,0
2966,290,148,0,15,15,0
2967,290,33,0,16,16,0
2968,290,149,0,17,17,0
2969,290,206,0,18,18,0
2970,291,6,65,1,1,3
2971,291,55,47,2,2,4
2972,291,143,38,3,3,2
2973,291,114,34,4,4,1
2974,291,81,23,5,5,0
2975,291,120,14,6,6,0
2976,291,145,10,7,7,1
2977,291,138,8,8,8,0
2978,291,119,5,9,9,0
2979,291,128,4,10,10,0
2980,291,129,2,11,11,0
2981,291,135,1,12,12,0
2982,291,116,0,13,13,0
2983,291,130,0,14,14,0
2984,291,148,0,15,15,0
2985,291,33,0,16,16,0
2986,291,149,0,17,17,0
2987,291,206,0,18,18,0
2988,292,6,71,1,1,3
2989,292,55,47,2,2,4
2990,292,143,38,3,3,2
2991,292,114,35,4,4,1
2992,292,81,27,5,5,0
2993,292,120,16,6,6,0
2994,292,128,13,7,7,1
2995,292,145,10,8,8,1
2996,292,138,8,9,9,0
2997,292,119,5,10,10,0
2998,292,129,2,11,11,0
2999,292,135,1,12,12,0
3000,292,130,0,13,13,0
3001,292,116,0,14,14,0
3002,292,148,0,15,15,0
3003,292,33,0,16,16,0
3004,292,149,0,17,17,0
3005,292,206,0,18,18,0
3006,293,6,80,1,1,4
3007,293,55,47,2,2,4
3008,293,143,42,3,3,2
3009,293,114,35,4,4,1
3010,293,81,27,5,5,0
3011,293,145,16,6,6,1
3012,293,120,16,7,7,0
3013,293,128,13,8,8,1
3014,293,138,11,9,9,0
3015,293,119,5,10,10,0
3016,293,129,4,11,11,0
3017,293,135,1,12,12,0
3018,293,130,0,13,13,0
3019,293,116,0,14,14,0
3020,293,148,0,15,15,0
3021,293,33,0,16,16,0
3022,293,149,0,17,17,0
3023,293,206,0,18,18,0
3024,294,6,86,1,1,4
3025,294,55,56,2,2,5
3026,294,143,42,3,3,2
3027,294,114,38,4,4,1
3028,294,81,27,5,5,0
3029,294,128,17,6,6,1
3030,294,120,17,7,7,0
3031,294,145,16,8,8,1
3032,294,138,11,9,9,0
3033,294,129,6,10,10,0
3034,294,119,5,11,11,0
3035,294,135,1,12,12,0
3036,294,116,0,13,13,0
3037,294,130,0,14,14,0
3038,294,148,0,15,15,0
3039,294,33,0,16,16,0
3040,294,149,0,17,17,0
3041,294,146,0,18,18,0
3042,294,205,0,19,19,0
3043,294,206,0,20,20,0
3044,295,6,89,1,1,4
3045,295,55,62,2,2,5
3046,295,114,47,3,3,2
3047,295,143,46,4,4,2
3048,295,81,27,5,5,0
3049,295,128,17,6,6,1
3050,295,120,17,7,7,0
3051,295,145,16,8,8,1
3052,295,138,11,9,9,0
3053,295,129,8,10,10,0
3054,295,119,5,11,11,0
3055,295,135,1,12,12,0
3056,295,130,0,13,13,0
3057,295,116,0,14,14,0
3058,295,148,0,15,15,0
3059,295,33,0,16,16,0
3060,295,149,0,17,17,0
3061,295,146,0,18,18,0
3062,295,205,0,19,19,0
3063,295,206,0,20,20,0
3064,296,6,89,1,1,4
3065,296,55,62,2,2,5
3066,296,143,55,3,3,3
3067,296,114,51,4,4,2
3068,296,81,27,5,5,0
3069,296,120,23,6,6,0
3070,296,128,20,7,7,1
3071,296,145,16,8,8,1
3072,296,138,11,9,9,0
3073,296,129,10,10,10,0
3074,296,119,6,11,11,0
3075,296,135,1,12,12,0
3076,296,116,0,13,13,0
3077,296,130,0,14,14,0
3078,296,148,0,15,15,0
3079,296,33,0,16,16,0
3080,296,149,0,17,17,0
3081,296,146,0,18,18,0
3082,296,205,0,19,19,0
3083,296,206,0,20,20,0
3084,297,6,95,1,1,4
3085,297,55,62,2,2,5
3086,297,114,60,3,3,3
3087,297,143,55,4,4,3
3088,297,81,27,5,5,0
3089,297,120,27,6,6,0
3090,297,128,23,7,7,1
3091,297,145,18,8,8,1
3092,297,138,11,9,9,0
3093,297,129,10,10,10,0
3094,297,119,6,11,11,0
3095,297,135,1,12,12,0
3096,297,116,0,13,13,0
3097,297,130,0,14,14,0
3098,297,147,0,15,15,0
3099,297,148,0,16,16,0
3100,297,33,0,17,17,0
3101,297,149,0,18,18,0
3102,297,146,0,19,19,0
3103,297,205,0,20,20,0
3104,297,206,0,21,21,0
3105,298,55,9,1,1,1
3106,298,81,6,2,2,0
3107,298,120,4,3,3,0
3108,298,114,3,4,4,0
3109,298,6,0,5,5,0
3110,298,138,0,6,6,0
3111,298,143,0,7,7,0
3112,298,85,0,8,8,0
3113,298,128,0,9,9,0
3114,298,145,0,10,10,0
3115,298,119,0,11,11,0
3116,298,137,0,12,12,0
3117,298,129,0,13,13,0
3118,298,150,0,14,14,0
3119,298,151,0,15,15,0
3120,298,130,0,16,16,0
3121,299,55,12,1,1,1
3122,299,81,10,2,2,0
3123,299,6,9,3,3,1
3124,299,138,6,4,4,0
3125,299,120,5,5,5,0
3126,299,114,3,6,6,0
3127,299,128,2,7,7,0
3128,299,85,0,8,8,0
3129,299,145,0,9,9,0
3130,299,143,0,10,10,0
3131,299,152,0,11,11,0
3132,299,137,0,12,12,0
3133,299,119,0,13,13,0
3134,299,129,0,14,14,0
3135,299,150,0,15,15,0
3136,299,151,0,16,16,0
3137,299,130,0,17,17,0
3138,300,55,21,1,1,2
3139,300,81,14,2,2,0
3140,300,120,11,3,3,0
3141,300,6,9,4,4,1
3142,300,138,6,5,5,0
3143,300,114,3,6,6,0
3144,300,137,3,7,7,0
3145,300,145,2,8,8,0
3146,300,128,2,9,9,0
3147,300,85,0,10,10,0
3148,300,152,0,11,11,0
3149,300,143,0,12,12,0
3150,300,119,0,13,13,0
3151,300,129,0,14,14,0
3152,300,150,0,15,15,0
3153,300,149,0,16,16,0
3154,300,151,0,17,17,0
3155,300,130,0,18,18,0
3156,300,153,0,19,19,0
3157,301,55,27,1,1,2
3158,301,6,18,2,2,2
3159,301,120,15,3,3,0
3160,301,81,14,4,4,0
3161,301,138,6,5,5,0
3162,301,145,4,6,6,0
3163,301,114,3,7,7,0
3164,301,137,3,8,8,0
3165,301,128,2,9,9,0
3166,301,152,1,10,10,0
3167,301,85,0,11,11,0
3168,301,143,0,12,12,0
3169,301,119,0,13,13,0
3170,301,149,0,14,14,0
3171,301,129,0,15,15,0
3172,301,150,0,16,16,0
3173,301,151,0,17,17,0
3174,301,130,0,18,18,0
3175,301,153,0,19,19,0
3176,302,55,27,1,1,2
3177,302,120,24,2,2,1
3178,302,81,20,3,3,0
3179,302,6,18,4,4,2
3180,302,138,6,5,5,0
3181,302,143,4,6,6,0
3182,302,145,4,7,7,0
3183,302,114,3,8,8,0
3184,302,137,3,9,9,0
3185,302,128,2,10,10,0
3186,302,152,2,11,11,0
3187,302,85,0,12,12,0
3188,302,149,0,13,13,0
3189,302,119,0,14,14,0
3190,302,129,0,15,15,0
3191,302,150,0,16,16,0
3192,302,151,0,17,17,0
3193,302,130,0,18,18,0
3194,302,153,0,19,19,0
3195,303,55,36,1,1,3
3196,303,120,25,2,2,1
3197,303,6,22,3,3,2
3198,303,81,20,4,4,0
3199,303,138,6,5,5,0
3200,303,145,6,6,6,0
3201,303,143,4,7,7,0
3202,303,114,3,8,8,0
3203,303,137,3,9,9,0
3204,303,128,2,10,10,0
3205,303,152,2,11,11,0
3206,303,85,0,12,12,0
3207,303,153,0,13,13,0
3208,303,149,0,14,14,0
3209,303,119,0,15,15,0
3210,303,129,0,16,16,0
3211,303,150,0,17,17,0
3212,303,151,0,18,18,0
3213,303,130,0,19,19,0
3214,304,55,45,1,1,4
3215,304,120,25,2,2,1
3216,304,6,22,3,3,2
3217,304,81,22,4,4,0
3218,304,145,10,5,5,0
3219,304,143,7,6,6,0
3220,304,138,6,7,7,0
3221,304,114,4,8,8,0
3222,304,137,3,9,9,0
3223,304,128,2,10,10,0
3224,304,152,2,11,11,0
3225,304,85,0,12,12,0
3226,304,119,0,13,13,0
3227,304,153,0,14,14,0
3228,304,149,0,15,15,0
3229,304,129,0,16,16,0
3230,304,150,0,17,17,0
3231,304,151,0,18,18,0
3232,304,130,0,19,19,0
3233,305,55,49,1,1,4
3234,305,81,31,2,2,1
3235,305,120,25,3,3,1
3236,305,6,22,4,4,2
3237,305,145,10,5,5,0
3238,305,152,8,6,6,0
3239,305,138,7,7,7,0
3240,305,143,7,8,8,0
3241,305,114,7,9,9,0
3242,305,128,4,10,10,0
3243,305,137,3,11,11,0
3244,305,85,0,12,12,0
3245,305,119,0,13,13,0
3246,305,153,0,14,14,0
3247,305,149,0,15,15,0
3248,305,129,0,16,16,0
3249,305,150,0,17,17,0
3250,305,151,0,18,18,0
3251,305,130,0,19,19,0
3252,306,55,58,1,1,5
3253,306,81,34,2,2,1
3254,306,120,25,3,3,1
3255,306,6,22,4,4,2
3256,306,114,11,5,5,0
3257,306,145,10,6,6,0
3258,306,152,8,7,7,0
3259,306,143,8,8,8,0
3260,306,138,7,9,9,0
3261,306,137,5,10,10,0
3262,306,128,4,11,11,0
3263,306,85,0,12,12,0
3264,306,119,0,13,13,0
3265,306,153,0,14,14,0
3266,306,149,0,15,15,0
3267,306,129,0,16,16,0
3268,306,150,0,17,17,0
3269,306,151,0,18,18,0
3270,306,130,0,19,19,0
3271,307,55,58,1,1,5
3272,307,81,40,2,2,1
3273,307,6,31,3,3,3
3274,307,120,28,4,4,1
3275,307,114,12,5,5,0
3276,307,145,10,6,6,0
3277,307,152,8,7,7,0
3278,307,143,8,8,8,0
3279,307,138,7,9,9,0
3280,307,128,6,10,10,0
3281,307,137,5,11,11,0
3282,307,85,0,12,12,0
3283,307,119,0,13,13,0
3284,307,153,0,14,14,0
3285,307,149,0,15,15,0
3286,307,129,0,16,16,0
3287,307,150,0,17,17,0
3288,307,151,0,18,18,0
3289,307,130,0,19,19,0
3290,308,55,67,1,1,6
3291,308,81,40,2,2,1
3292,308,6,31,3,3,3
3293,308,120,30,4,4,1
3294,308,143,14,5,5,0
3295,308,145,14,6,6,0
3296,308,114,12,7,7,0
3297,308,138,10,8,8,0
3298,308,152,8,9,9,0
3299,308,128,6,10,10,0
3300,308,137,5,11,11,0
3301,308,85,0,12,12,0
3302,308,119,0,13,13,0
3303,308,153,0,14,14,0
3304,308,149,0,15,15,0
3305,308,129,0,16,16,0
3306,308,150,0,17,17,0
3307,308,151,0,18,18,0
3308,308,130,0,19,19,0
3309,309,55,76,1,1,7
3310,309,81,40,2,2,1
3311,309,120,36,3,3,1
3312,309,6,35,4,4,3
3313,309,145,16,5,5,0
3314,309,143,14,6,6,0
3315,309,138,13,7,7,0
3316,309,114,12,8,8,0
3317,309,152,8,9,9,0
3318,309,128,6,10,10,0
3319,309,137,5,11,11,0
3320,309,119,1,12,12,0
3321,309,85,0,13,13,0
3322,309,153,0,14,14,0
3323,309,149,0,15,15,0
3324,309,129,0,16,16,0
3325,309,150,0,17,17,0
3326,309,151,0,18,18,0
3327,309,130,0,19,19,0
3328,310,55,85,1,1,8
3329,310,81,44,2,2,1
3330,310,6,36,3,3,3
3331,310,120,36,4,4,1
3332,310,145,16,5,5,0
3333,310,138,15,6,6,0
3334,310,143,14,7,7,0
3335,310,114,12,8,8,0
3336,310,152,8,9,9,0
3337,310,128,6,10,10,0
3338,310,137,5,11,11,0
3339,310,119,1,12,12,0
3340,310,85,0,13,13,0
3341,310,153,0,14,14,0
3342,310,149,0,15,15,0
3343,310,129,0,16,16,0
3344,310,150,0,17,17,0
3345,310,151,0,18,18,0
3346,310,130,0,19,19,0
3347,311,55,86,1,1,8
3348,311,81,53,2,2,2
3349,311,6,40,3,3,3
3350,311,120,36,4,4,1
3351,311,145,19,5,5,0
3352,311,138,15,6,6,0
3353,311,143,14,7,7,0
3354,311,114,14,8,8,0
3355,311,152,8,9,9,0
3356,311,128,6,10,10,0
3357,311,137,5,11,11,0
3358,311,119,1,12,12,0
3359,311,85,0,13,13,0
3360,311,153,0,14,14,0
3361,311,129,0,15,15,0
3362,311,149,0,16,16,0
3363,311,150,0,17,17,0
3364,311,151,0,18,18,0
3365,311,130,0,19,19,0
3366,312,55,86,1,1,8
3367,312,81,53,2,2,2
3368,312,6,49,3,3,4
3369,312,120,36,4,4,1
3370,312,145,19,5,5,0
3371,312,143,18,6,6,0
3372,312,138,17,7,7,0
3373,312,114,15,8,8,0
3374,312,137,11,9,9,0
3375,312,152,8,10,10,0
3376,312,128,6,11,11,0
3377,312,149,3,12,12,0
3378,312,119,1,13,13,0
3379,312,85,0,14,14,0
3380,312,129,0,15,15,0
3381,312,153,0,16,16,0
3382,312,150,0,17,17,0
3383,312,151,0,18,18,0
3384,312,130,0,19,19,0
3385,313,55,86,1,1,8
3386,313,6,58,2,2,5
3387,313,81,53,3,3,2
3388,313,120,38,4,4,1
3389,313,143,24,5,5,0
3390,313,145,19,6,6,0
3391,313,138,17,7,7,0
3392,313,114,15,8,8,0
3393,313,137,11,9,9,0
3394,313,152,11,10,10,0
3395,313,128,6,11,11,0
3396,313,149,3,12,12,0
3397,313,119,1,13,13,0
3398,313,129,1,14,14,0
3399,313,85,0,15,15,0
3400,313,153,0,16,16,0
3401,313,150,0,17,17,0
3402,313,151,0,18,18,0
3403,313,130,0,19,19,0
3404,314,145,12,1,1,1
3405,314,55,8,2,2,0
3406,314,114,4,3,3,0
3407,314,138,1,4,4,0
3408,314,128,0,5,5,0
3409,314,152,0,6,6,0
3410,314,137,0,7,7,0
3411,314,129,0,8,8,0
3412,314,6,0,9,9,0
3413,314,143,0,10,10,0
3414,314,120,0,11,11,0
3415,314,149,0,12,12,0
3416,314,144,0,13,13,0
3417,314,150,0,14,14,0
3418,314,85,0,15,15,0
3419,315,145,27,1,1,2
3420,315,55,12,2,2,0
3421,315,114,4,3,3,0
3422,315,120,3,4,4,0
3423,315,6,3,5,5,0
3424,315,138,1,6,6,0
3425,315,152,0,7,7,0
3426,315,128,0,8,8,0
3427,315,137,0,9,9,0
3428,315,149,0,10,10,0
3429,315,129,0,11,11,0
3430,315,143,0,12,12,0
3431,315,85,0,13,13,0
3432,315,144,0,14,14,0
3433,315,150,0,15,15,0
3434,316,145,27,1,1,2
3435,316,6,18,2,2,1
3436,316,55,17,3,3,0
3437,316,120,7,4,4,0
3438,316,114,4,5,5,0
3439,316,144,1,6,6,0
3440,316,138,1,7,7,0
3441,316,152,0,8,8,0
3442,316,128,0,9,9,0
3443,316,143,0,10,10,0
3444,316,137,0,11,11,0
3445,316,149,0,12,12,0
3446,316,129,0,13,13,0
3447,316,85,0,14,14,0
3448,316,150,0,15,15,0
3449,317,6,33,1,1,2
3450,317,145,29,2,2,2
3451,317,55,20,3,3,0
3452,317,120,8,4,4,0
3453,317,114,4,5,5,0
3454,317,137,4,6,6,0
3455,317,144,1,7,7,0
3456,317,138,1,8,8,0
3457,317,128,0,9,9,0
3458,317,152,0,10,10,0
3459,317,143,0,11,11,0
3460,317,149,0,12,12,0
3461,317,129,0,13,13,0
3462,317,85,0,14,14,0
3463,317,150,0,15,15,0
3464,318,145,38,1,1,3
3465,318,6,36,2,2,2
3466,318,55,30,3,3,0
3467,318,120,11,4,4,0
3468,318,114,4,5,5,0
3469,318,137,4,6,6,0
3470,318,144,1,7,7,0
3471,318,138,1,8,8,0
3472,318,128,0,9,9,0
3473,318,152,0,10,10,0
3474,318,143,0,11,11,0
3475,318,149,0,12,12,0
3476,318,129,0,13,13,0
3477,318,85,0,14,14,0
3478,318,150,0,15,15,0
3479,318,154,0,16,16,0
3480,319,6,45,1,1,3
3481,319,145,44,2,2,3
3482,319,55,33,3,3,0
3483,319,120,15,4,4,0
3484,319,114,5,5,5,0
3485,319,137,4,6,6,0
3486,319,152,2,7,7,0
3487,319,144,1,8,8,0
3488,319,138,1,9,9,0
3489,319,128,0,10,10,0
3490,319,85,0,11,11,0
3491,319,143,0,12,12,0
3492,319,149,0,13,13,0
3493,319,129,0,14,14,0
3494,319,1,0,15,15,0
3495,319,150,0,16,16,0
3496,319,154,0,17,17,0
3497,320,6,54,1,1,4
3498,320,145,46,2,2,3
3499,320,55,37,3,3,0
3500,320,120,15,4,4,0
3501,320,137,10,5,5,0
3502,320,114,8,6,6,0
3503,320,152,3,7,7,0
3504,320,144,1,8,8,0
3505,320,138,1,9,9,0
3506,320,128,0,10,10,0
3507,320,85,0,11,11,0
3508,320,143,0,12,12,0
3509,320,149,0,13,13,0
3510,320,129,0,14,14,0
3511,320,1,0,15,15,0
3512,320,150,0,16,16,0
3513,320,154,0,17,17,0
3514,321,6,60,1,1,4
3515,321,145,46,2,2,3
3516,321,55,37,3,3,0
3517,321,120,17,4,4,0
3518,321,137,14,5,5,0
3519,321,149,13,6,6,1
3520,321,114,8,7,7,0
3521,321,152,3,8,8,0
3522,321,144,1,9,9,0
3523,321,138,1,10,10,0
3524,321,128,0,11,11,0
3525,321,143,0,12,12,0
3526,321,85,0,13,13,0
3527,321,129,0,14,14,0
3528,321,1,0,15,15,0
3529,321,150,0,16,16,0
3530,321,154,0,17,17,0
3531,322,6,62,1,1,4
3532,322,145,47,2,2,3
3533,322,55,37,3,3,0
3534,322,137,23,4,4,1
3535,322,120,21,5,5,0
3536,322,149,19,6,6,1
3537,322,114,11,7,7,0
3538,322,152,3,8,8,0
3539,322,144,1,9,9,0
3540,322,138,1,10,10,0
3541,322,128,0,11,11,0
3542,322,143,0,12,12,0
3543,322,85,0,13,13,0
3544,322,129,0,14,14,0
3545,322,1,0,15,15,0
3546,322,150,0,16,16,0
3547,322,154,0,17,17,0
3548,323,6,65,1,1,4
3549,323,145,51,2,2,3
3550,323,137,38,3,3,2
3551,323,55,37,4,4,0
3552,323,120,21,5,5,0
