resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
14228,559,707,137,2.0,7,4.0,4,4,3.0,44,+1:45.787,5432887.0,,,,,1
14229,559,678,120,4.0,12,5.0,5,5,2.0,43,,,,,,,15
14230,559,675,173,10.0,14,6.0,6,6,1.0,43,,,,,,,15
14231,559,702,145,26.0,17,7.0,7,7,0.0,43,,,,,,,15
14232,559,641,160,23.0,10,8.0,8,8,0.0,43,,,,,,,15
14233,559,614,160,24.0,18,9.0,9,9,0.0,43,,,,,,,15
14234,559,669,145,25.0,16,10.0,10,10,0.0,42,,,,,,,2
14235,559,701,177,32.0,25,11.0,11,11,0.0,42,,,,,,,2
14236,559,664,55,12.0,20,12.0,12,12,0.0,41,,,,,,,3
14237,559,699,172,15.0,4,13.0,13,13,0.0,40,,,,,,,85
14238,559,683,162,5.0,2,,D,14,0.0,44,,,,,,,57
14239,559,687,173,9.0,24,,R,15,0.0,33,,,,,,,9
14240,559,676,177,31.0,21,,R,16,0.0,29,,,,,,,48
14241,559,606,176,29.0,15,,R,17,0.0,27,,,,,,,63
14242,559,633,114,8.0,13,,R,18,0.0,24,,,,,,,19
14243,559,694,172,14.0,1,,R,19,0.0,19,,,,,,,19
14244,559,686,120,3.0,23,,R,20,0.0,18,,,,,,,9
14245,559,709,55,11.0,26,,R,21,0.0,15,,,,,,,19
14246,559,640,6,28.0,11,,R,22,0.0,11,,,,,,,9
14247,559,635,164,19.0,19,,R,23,0.0,11,,,,,,,9
14248,559,704,176,30.0,9,,R,24,0.0,10,,,,,,,49
14249,559,679,164,20.0,22,,R,25,0.0,3,,,,,,,9
14250,559,667,6,27.0,5,,R,26,0.0,2,,,,,,,9
14251,559,671,178,34.0,0,,F,27,0.0,0,,,,,,,60
14252,559,688,178,33.0,0,,F,28,0.0,0,,,,,,,60
14253,560,691,137,0.0,3,1.0,1,1,10.0,53,1:18:03.2,4683200.0,,,,,1
14254,560,640,6,28.0,2,2.0,2,2,6.0,53,+4.93,4688130.0,,,,,1
14255,560,677,114,7.0,7,3.0,3,3,4.0,53,+25.64,4708840.0,,,,,1
14256,560,694,172,14.0,16,4.0,4,4,3.0,53,+50.634,4733834.0,,,,,1
14257,560,633,114,8.0,15,5.0,5,5,2.0,53,+1:25.575,4768775.0,,,,,1
14258,560,707,137,2.0,5,6.0,6,6,1.0,52,,,,,,,8
14259,560,669,145,25.0,12,7.0,7,7,0.0,52,,,,,,,15
14260,560,679,164,20.0,24,8.0,8,8,0.0,52,,,,,,,15
14261,560,673,162,5.0,20,9.0,9,9,0.0,52,,,,,,,15
14262,560,702,145,26.0,6,10.0,10,10,0.0,51,,,,,,,2
14263,560,676,177,31.0,26,,R,11,0.0,46,,,,,,,77
14264,560,686,120,3.0,14,,R,12,0.0,45,,,,,,,19
14265,560,687,173,9.0,19,,R,13,0.0,43,,,,,,,9
14266,560,699,172,15.0,9,,R,14,0.0,41,,,,,,,9
14267,560,678,120,4.0,21,,R,15,0.0,39,,,,,,,19
14268,560,641,160,23.0,18,,R,16,0.0,30,,,,,,,19
14269,560,614,160,24.0,22,,R,17,0.0,28,,,,,,,13
14270,560,704,176,30.0,11,,R,18,0.0,22,,,,,,,9
14271,560,606,176,29.0,8,,R,19,0.0,20,,,,,,,9
14272,560,701,177,32.0,25,,R,20,0.0,20,,,,,,,13
14273,560,655,164,19.0,23,,R,21,0.0,18,,,,,,,19
14274,560,667,6,27.0,1,,R,22,0.0,14,,,,,,,13
14275,560,664,55,12.0,4,,R,23,0.0,13,,,,,,,85
14276,560,703,162,6.0,10,,R,24,0.0,0,,,,,,,18
14277,560,684,55,11.0,13,,R,25,0.0,0,,,,,,,18
14278,560,675,173,10.0,17,,R,26,0.0,0,,,,,,,18
14279,560,671,178,34.0,0,,F,27,0.0,0,,,,,,,60
14280,560,688,178,33.0,0,,F,28,0.0,0,,,,,,,60
14281,561,691,137,0.0,2,1.0,1,1,10.0,71,1:45:10.1,6310100.0,,,,,1
14282,561,707,137,2.0,3,2.0,2,2,6.0,71,+0.603,6310703.0,,,,,1
14283,561,677,114,7.0,4,3.0,3,3,4.0,71,+20.193,6330293.0,,,,,1
14284,561,694,172,14.0,8,4.0,4,4,3.0,71,+28.003,6338103.0,,,,,1
14285,561,703,162,6.0,10,5.0,5,5,2.0,71,+29.385,6339485.0,,,,,1
14286,561,633,114,8.0,7,6.0,6,6,1.0,71,+52.702,6362802.0,,,,,1
14287,561,699,172,15.0,13,7.0,7,7,0.0,70,,,,,,,15
14288,561,687,173,9.0,11,8.0,8,8,0.0,70,,,,,,,15
14289,561,675,173,10.0,16,9.0,9,9,0.0,70,,,,,,,15
14290,561,669,145,25.0,21,10.0,10,10,0.0,70,,,,,,,15
14291,561,664,55,12.0,20,11.0,11,11,0.0,70,,,,,,,15
14292,561,641,160,23.0,18,12.0,12,12,0.0,69,,,,,,,2
14293,561,614,160,24.0,19,13.0,13,13,0.0,69,,,,,,,2
14294,561,655,164,19.0,23,14.0,14,14,0.0,69,,,,,,,2
14295,561,701,177,32.0,26,15.0,15,15,0.0,67,,,,,,,28
14296,561,709,55,11.0,25,16.0,16,16,0.0,67,,,,,,,28
14297,561,702,145,26.0,15,,D,17,0.0,70,,,,,,,57
14298,561,678,120,4.0,12,,R,18,0.0,61,,,,,,,9
14299,561,673,162,5.0,14,,R,19,0.0,60,,,,,,,19
14300,561,606,176,29.0,17,,R,20,0.0,54,,,,,,,19
14301,561,667,6,27.0,5,,R,21,0.0,38,,,,,,,18
14302,561,676,177,31.0,24,,R,22,0.0,36,,,,,,,18
14303,561,704,176,30.0,9,,R,23,0.0,31,,,,,,,53
14304,561,679,164,20.0,22,,R,24,0.0,27,,,,,,,30
14305,561,686,120,3.0,6,,R,25,0.0,26,,,,,,,13
14306,561,640,6,28.0,1,,R,26,0.0,7,,,,,,,13
14307,561,671,178,34.0,0,,F,27,0.0,0,,,,,,,60
14308,561,688,178,33.0,0,,F,28,0.0,0,,,,,,,60
14309,562,683,162,5.0,1,1.0,1,1,10.0,69,1:40:27.3,6027300.0,,,,,1
14310,562,691,137,0.0,2,2.0,2,2,6.0,69,+24.689,6051989.0,,,,,1
14311,562,677,114,7.0,9,3.0,3,3,4.0,69,+1:09.648,6096948.0,,,,,1
14312,562,699,172,15.0,10,4.0,4,4,3.0,69,+1:18.446,6105746.0,,,,,1
14313,562,640,6,28.0,6,5.0,5,5,2.0,68,,,,,,,15
14314,562,704,176,30.0,4,6.0,6,6,1.0,68,,,,,,,15
14315,562,686,120,3.0,13,7.0,7,7,0.0,68,,,,,,,15
14316,562,664,145,25.0,7,8.0,8,8,0.0,68,,,,,,,15
14317,562,702,145,26.0,11,9.0,9,9,0.0,68,,,,,,,15
14318,562,667,6,27.0,16,10.0,10,10,0.0,68,,,,,,,15
14319,562,675,173,10.0,8,11.0,11,11,0.0,68,,,,,,,15
14320,562,694,172,14.0,5,12.0,12,12,0.0,68,,,,,,,15
14321,562,678,120,4.0,14,13.0,13,13,0.0,68,,,,,,,15
14322,562,614,160,24.0,20,14.0,14,14,0.0,67,,,,,,,2
14323,562,641,160,23.0,17,15.0,15,15,0.0,67,,,,,,,2
14324,562,684,55,12.0,21,16.0,16,16,0.0,67,,,,,,,2
14325,562,687,173,9.0,19,17.0,17,17,0.0,66,,,,,,,3
14326,562,669,55,11.0,22,18.0,18,18,0.0,66,,,,,,,3
14327,562,710,177,32.0,26,19.0,19,19,0.0,64,,,,,,,4
14328,562,603,137,2.0,3,,R,20,0.0,47,,,,,,,19
14329,562,676,177,31.0,25,,R,21,0.0,42,,,,,,,9
14330,562,606,176,29.0,18,,R,22,0.0,37,,,,,,,63
14331,562,679,164,20.0,23,,R,23,0.0,37,,,,,,,85
14332,562,703,162,6.0,12,,R,24,0.0,15,,,,,,,19
14333,562,711,164,19.0,24,,R,25,0.0,10,,,,,,,13
14334,562,633,114,8.0,15,,R,26,0.0,8,,,,,,,9
14335,562,671,178,34.0,0,,F,27,0.0,0,,,,,,,60
14336,562,688,178,33.0,0,,F,28,0.0,0,,,,,,,60
14337,563,691,137,0.0,2,1.0,1,1,10.0,50,1:55:53.532,6953532.0,,,,,1
14338,563,683,162,5.0,1,2.0,2,2,6.0,50,+3.365,6956897.0,,,,,1
14339,563,667,6,27.0,7,3.0,3,3,4.0,50,+52.045,7005577.0,,,,,1
14340,563,603,137,2.0,4,4.0,4,4,3.0,50,+56.074,7009606.0,,,,,1
14341,563,699,172,15.0,6,5.0,5,5,2.0,50,+1:42.107,7055639.0,,,,,1
14342,563,704,176,30.0,3,6.0,6,6,1.0,50,+1:59.863,7073395.0,,,,,1
14343,563,677,114,7.0,8,7.0,7,7,0.0,50,+2:02.985,7076517.0,,,,,1
14344,563,687,173,9.0,18,8.0,8,8,0.0,49,,,,,,,15
14345,563,679,164,20.0,22,9.0,9,9,0.0,49,,,,,,,15
14346,563,712,55,11.0,25,10.0,10,10,0.0,49,,,,,,,15
14347,563,702,145,26.0,19,11.0,11,11,0.0,49,,,,,,,15
14348,563,676,177,31.0,24,12.0,12,12,0.0,48,,,,,,,2
14349,563,684,55,12.0,17,13.0,13,13,0.0,48,,,,,,,2
14350,563,678,120,4.0,13,,R,14,0.0,26,,,,,,,9
14351,563,694,172,14.0,10,,R,15,0.0,16,,,,,,,13
14352,563,633,114,8.0,9,,R,16,0.0,13,,,,,,,19
14353,563,675,173,10.0,12,,R,17,0.0,13,,,,,,,19
14354,563,640,6,28.0,11,,R,18,0.0,10,,,,,,,41
14355,563,713,145,25.0,20,,R,19,0.0,10,,,,,,,18
14356,563,641,160,23.0,16,,R,20,0.0,10,,,,,,,18
14357,563,614,160,24.0,21,,R,21,0.0,10,,,,,,,19
14358,563,664,162,6.0,5,,R,22,0.0,3,,,,,,,19
14359,563,686,120,3.0,14,,R,23,0.0,3,,,,,,,19
14360,563,714,177,32.0,26,,R,24,0.0,3,,,,,,,19
14361,563,673,176,29.0,15,,R,25,0.0,0,,,,,,,9
14362,563,711,164,19.0,23,,R,26,0.0,0,,,,,,,19
14363,563,671,178,34.0,0,,F,27,0.0,0,,,,,,,60
14364,563,688,178,33.0,0,,F,28,0.0,0,,,,,,,60
14365,564,603,137,2.0,1,1.0,1,1,10.0,81,1:47:51.4,6471400.0,,,,,1
14366,564,640,6,28.0,11,2.0,2,2,6.0,81,+2.511,6473911.0,,,,,1
14367,564,633,114,8.0,9,3.0,3,3,4.0,81,+52.487,6523887.0,,,,,1
14368,564,694,172,14.0,5,4.0,4,4,3.0,81,+1:10.530,6541930.0,,,,,1
14369,564,702,145,26.0,12,5.0,5,5,2.0,80,,,,,,,15
14370,564,667,6,27.0,8,6.0,6,6,1.0,80,,,,,,,15
14371,564,704,176,30.0,10,7.0,7,7,0.0,80,,,,,,,15
14372,564,687,173,9.0,19,8.0,8,8,0.0,80,,,,,,,15
14373,564,641,160,23.0,18,9.0,9,9,0.0,79,,,,,,,2
14374,564,673,176,29.0,17,10.0,10,10,0.0,79,,,,,,,2
14375,564,713,145,25.0,20,11.0,11,11,0.0,79,,,,,,,2
14376,564,677,114,7.0,4,12.0,12,12,0.0,76,,,,,,,37
14377,564,614,160,24.0,16,,R,13,0.0,69,,,,,,,30
14378,564,678,120,4.0,13,,R,14,0.0,66,,,,,,,17
14379,564,715,164,20.0,25,,R,15,0.0,56,,,,,,,13
14380,564,712,55,11.0,22,,R,16,0.0,49,,,,,,,59
14381,564,676,177,31.0,24,,R,17,0.0,49,,,,,,,9
14382,564,684,55,12.0,14,,R,18,0.0,40,,,,,,,63
14383,564,691,137,0.0,3,,R,19,0.0,35,,,,,,,18
14384,564,683,162,5.0,2,,R,20,0.0,35,,,,,,,18
14385,564,710,177,32.0,26,,R,21,0.0,21,,,,,,,13
14386,564,686,120,3.0,15,,R,22,0.0,19,,,,,,,19
14387,564,711,164,19.0,23,,R,23,0.0,18,,,,,,,6
14388,564,675,173,10.0,21,,R,24,0.0,17,,,,,,,6
14389,564,699,172,15.0,6,,R,25,0.0,15,,,,,,,19
14390,564,664,162,6.0,7,,R,26,0.0,13,,,,,,,13
14391,564,671,178,34.0,0,,F,27,0.0,0,,,,,,,60
14392,564,688,178,33.0,0,,F,28,0.0,0,,,,,,,60
14393,565,683,162,1.0,2,1.0,1,1,10.0,71,1:38:34.154,5914154.0,,,,,1
14394,565,707,137,6.0,3,2.0,2,2,6.0,71,+11.060,5925214.0,,,,,1
14395,565,640,6,28.0,5,3.0,3,3,4.0,70,,,,,,,15
14396,565,677,114,8.0,7,4.0,4,4,3.0,70,,,,,,,15
14397,565,667,6,27.0,6,5.0,5,5,2.0,70,,,,,,,15
14398,565,678,114,7.0,9,6.0,6,6,1.0,70,,,,,,,15
14399,565,712,120,4.0,12,7.0,7,7,0.0,69,,,,,,,2
14400,565,662,145,25.0,15,8.0,8,8,0.0,69,,,,,,,2
14401,565,708,178,17.0,22,9.0,9,9,0.0,65,,,,,,,5
14402,565,716,179,21.0,25,10.0,10,10,0.0,64,,,,,,,29
14403,565,675,173,9.0,13,,R,11,0.0,62,,,,,,,9
14404,565,714,173,10.0,21,,R,12,0.0,48,,,,,,,9
14405,565,695,160,24.0,18,,R,13,0.0,47,,,,,,,9
14406,565,624,179,22.0,23,,R,14,0.0,47,,,,,,,19
14407,565,685,176,29.0,19,,R,15,0.0,41,,,,,,,59
14408,565,691,137,5.0,1,,R,16,0.0,30,,,,,,,13
14409,565,664,162,2.0,4,,R,17,0.0,30,,,,,,,18
14410,565,671,178,16.0,20,,R,18,0.0,23,,,,,,,13
14411,565,694,172,14.0,16,,R,19,0.0,16,,,,,,,13
14412,565,703,177,12.0,24,,R,20,0.0,16,,,,,,,13
14413,565,686,120,3.0,11,,R,21,0.0,15,,,,,,,19
14414,565,699,172,15.0,8,,R,22,0.0,15,,,,,,,11
14415,565,710,177,11.0,26,,R,23,0.0,12,,,,,,,51
14416,565,704,176,30.0,14,,R,24,0.0,10,,,,,,,59
14417,565,702,145,26.0,10,,R,25,0.0,0,,,,,,,18
14418,565,641,160,23.0,17,,R,26,0.0,0,,,,,,,13
14419,566,691,137,5.0,2,1.0,1,1,10.0,72,1:53:14.532,6794532.0,,,,,1
14420,566,667,6,27.0,6,2.0,2,2,6.0,72,+6.407,6800939.0,,,,,1
14421,566,683,162,1.0,3,3.0,3,3,4.0,72,+33.376,6827908.0,,,,,1
14422,566,664,162,2.0,11,4.0,4,4,3.0,71,,,,,,,15
14423,566,704,176,30.0,9,5.0,5,5,2.0,70,,,,,,,2
14424,566,640,6,28.0,8,6.0,6,6,1.0,70,,,,,,,2
14425,566,702,145,26.0,18,7.0,7,7,0.0,70,,,,,,,2
14426,566,686,120,3.0,15,8.0,8,8,0.0,69,,,,,,,3
14427,566,710,177,11.0,20,9.0,9,9,0.0,68,,,,,,,28
14428,566,716,179,21.0,25,,N,10,0.0,63,,,,,,,7
14429,566,624,179,22.0,24,,N,11,0.0,63,,,,,,,7
14430,566,712,120,4.0,7,,R,12,0.0,48,,,,,,,18
14431,566,662,145,25.0,19,,R,13,0.0,47,,,,,,,18
14432,566,641,160,23.0,16,,R,14,0.0,44,,,,,,,19
14433,566,675,173,9.0,12,,R,15,0.0,43,,,,,,,59
14434,566,714,173,10.0,26,,R,16,0.0,40,,,,,,,19
14435,566,694,172,14.0,10,,R,17,0.0,33,,,,,,,12
14436,566,703,177,12.0,14,,R,18,0.0,23,,,,,,,13
14437,566,707,137,6.0,1,,R,19,0.0,16,,,,,,,59
14438,566,678,114,7.0,17,,R,20,0.0,9,,,,,,,6
14439,566,699,172,15.0,4,,R,21,0.0,6,,,,,,,9
14440,566,708,178,17.0,22,,R,22,0.0,1,,,,,,,18
14441,566,677,114,8.0,5,,R,23,0.0,0,,,,,,,18
14442,566,671,178,16.0,23,,R,24,0.0,0,,,,,,,18
14443,566,685,176,29.0,21,,R,25,0.0,0,,,,,,,18
14444,566,695,160,24.0,13,,R,26,0.0,0,,,,,,,18
14445,567,691,137,5.0,4,1.0,1,1,10.0,63,1:41:42.522,6102522.0,,,,,1
14446,567,667,6,27.0,5,2.0,2,2,6.0,63,+18.510,6121032.0,,,,,1
14447,567,640,6,28.0,2,3.0,3,3,4.0,63,+43.116,6145638.0,,,,,1
14448,567,707,137,6.0,3,4.0,4,4,3.0,63,+51.890,6154412.0,,,,,1
14449,567,677,114,8.0,6,5.0,5,5,2.0,62,,,,,,,15
14450,567,704,176,30.0,14,6.0,6,6,1.0,62,,,,,,,15
14451,567,664,162,2.0,8,7.0,7,7,0.0,61,,,,,,,2
14452,567,699,172,15.0,7,8.0,8,8,0.0,61,,,,,,,2
14453,567,702,145,26.0,12,9.0,9,9,0.0,61,,,,,,,2
14454,567,603,114,7.0,9,10.0,10,10,0.0,61,,,,,,,2
14455,567,662,145,25.0,16,11.0,11,11,0.0,60,,,,,,,3
14456,567,641,160,23.0,18,12.0,12,12,0.0,59,,,,,,,28
14457,567,675,173,9.0,11,13.0,13,13,0.0,59,,,,,,,28
14458,567,695,160,24.0,20,14.0,14,14,0.0,59,,,,,,,28
14459,567,716,179,21.0,26,,N,15,0.0,56,,,,,,,7
14460,567,624,179,22.0,25,,N,16,0.0,56,,,,,,,7
14461,567,685,176,29.0,21,,R,17,0.0,43,,,,,,,48
14462,567,671,178,16.0,22,,R,18,0.0,36,,,,,,,13
14463,567,710,177,11.0,23,,R,19,0.0,35,,,,,,,30
14464,567,694,172,14.0,10,,R,20,0.0,31,,,,,,,10
14465,567,686,120,3.0,15,,R,21,0.0,23,,,,,,,19
14466,567,712,120,4.0,13,,R,22,0.0,19,,,,,,,9
14467,567,708,178,17.0,24,,R,23,0.0,15,,,,,,,13
14468,567,703,177,12.0,17,,R,24,0.0,14,,,,,,,13
14469,567,714,173,10.0,19,,R,25,0.0,12,,,,,,,19
14470,567,683,162,1.0,1,,R,26,0.0,10,,,,,,,19
14471,568,683,162,1.0,1,1.0,1,1,10.0,65,1:34:20.507,5660507.0,,,,,1
14472,568,664,162,2.0,7,2.0,2,2,6.0,65,+51.988,5712495.0,,,,,1
14473,568,640,6,28.0,3,3.0,3,3,4.0,65,+1:05.237,5725744.0,,,,,1
14474,568,691,137,5.0,5,4.0,4,4,3.0,65,+2:01.749,5782256.0,,,,,1
14475,568,699,172,15.0,6,5.0,5,5,2.0,64,,,,,,,15
14476,568,702,145,26.0,15,6.0,6,6,1.0,64,,,,,,,15
14477,568,694,172,14.0,8,7.0,7,7,0.0,64,,,,,,,15
14478,568,704,176,30.0,12,8.0,8,8,0.0,64,,,,,,,15
14479,568,633,145,25.0,11,9.0,9,9,0.0,64,,,,,,,15
14480,568,712,120,4.0,13,10.0,10,10,0.0,64,,,,,,,15
14481,568,675,173,9.0,14,11.0,11,11,0.0,63,,,,,,,2
14482,568,703,177,12.0,16,12.0,12,12,0.0,63,,,,,,,2
14483,568,685,176,29.0,20,13.0,13,13,0.0,63,,,,,,,2
14484,568,641,160,23.0,19,14.0,14,14,0.0,62,,,,,,,3
14485,568,710,177,11.0,22,15.0,15,15,0.0,61,,,,,,,28
14486,568,686,120,3.0,17,,R,16,0.0,56,,,,,,,9
14487,568,707,137,6.0,4,,R,17,0.0,54,,,,,,,13
14488,568,677,114,8.0,9,,R,18,0.0,53,,,,,,,42
14489,568,714,173,10.0,18,,R,19,0.0,43,,,,,,,10
14490,568,671,178,16.0,24,,R,20,0.0,43,,,,,,,44
14491,568,624,179,22.0,25,,R,21,0.0,39,,,,,,,33
14492,568,667,6,27.0,2,,R,22,0.0,25,,,,,,,9
14493,568,695,160,24.0,21,,R,23,0.0,21,,,,,,,13
14494,568,603,114,7.0,10,,R,24,0.0,18,,,,,,,73
14495,568,716,179,21.0,26,,R,25,0.0,17,,,,,,,13
14496,568,708,178,17.0,23,,W,26,0.0,0,,,,,,,39
14497,569,683,162,1.0,2,1.0,1,1,10.0,78,1:53:11.258,6791258.0,,,,,1
14498,569,691,137,5.0,1,2.0,2,2,6.0,78,+34.817,6826075.0,,,,,1
14499,569,640,6,28.0,4,3.0,3,3,4.0,78,+1:11.447,6862705.0,,,,,1
14500,569,664,162,2.0,7,4.0,4,4,3.0,77,,,,,,,15
14501,569,678,114,7.0,10,5.0,5,5,2.0,77,,,,,,,15
14502,569,704,176,30.0,14,6.0,6,6,1.0,76,,,,,,,2
14503,569,641,160,23.0,18,7.0,7,7,0.0,76,,,,,,,2
14504,569,717,176,29.0,19,8.0,8,8,0.0,74,,,,,,,28
14505,569,675,173,9.0,13,9.0,9,9,0.0,74,,,,,,,28
14506,569,716,179,21.0,22,10.0,10,10,0.0,72,,,,,,,5
14507,569,695,160,24.0,16,,R,11,0.0,68,,,,,,,30
14508,569,702,145,26.0,12,,R,12,0.0,65,,,,,,,19
14509,569,712,120,4.0,17,,R,13,0.0,63,,,,,,,13
14510,569,694,172,14.0,11,,R,14,0.0,60,,,,,,,63
14511,569,671,178,16.0,21,,R,15,0.0,42,,,,,,,13
14512,569,667,6,27.0,5,,R,16,0.0,41,,,,,,,19
14513,569,633,145,25.0,8,,R,17,0.0,40,,,,,,,19
14514,569,714,173,10.0,26,,R,18,0.0,27,,,,,,,13
14515,569,686,120,3.0,15,,R,19,0.0,26,,,,,,,19
14516,569,708,178,17.0,25,,D,20,0.0,23,,,,,,,57
14517,569,699,172,15.0,9,,R,21,0.0,22,,,,,,,19
14518,569,707,137,6.0,3,,R,22,0.0,16,,,,,,,13
14519,569,624,179,22.0,24,,R,23,0.0,9,,,,,,,37
14520,569,677,114,8.0,6,,R,24,0.0,8,,,,,,,9
14521,569,703,177,12.0,23,,W,25,0.0,0,,,,,,,13
14522,569,710,177,11.0,20,,W,26,0.0,0,,,,,,,39
14523,570,667,6,27.0,5,1.0,1,1,10.0,68,1:44:54.171,6294171.0,,,,,1
14524,570,694,172,14.0,9,2.0,2,2,6.0,68,+31.687,6325858.0,,,,,1
14525,570,699,172,15.0,8,3.0,3,3,4.0,68,+33.270,6327441.0,,,,,1
14526,570,702,145,26.0,11,4.0,4,4,3.0,68,+36.506,6330677.0,,,,,1
14527,570,683,162,1.0,1,5.0,5,5,2.0,68,+37.060,6331231.0,,,,,1
14528,570,675,173,9.0,13,6.0,6,6,1.0,67,,,,,,,15
14529,570,712,120,4.0,15,7.0,7,7,0.0,67,,,,,,,15
14530,570,695,160,24.0,19,8.0,8,8,0.0,67,,,,,,,15
14531,570,714,173,10.0,22,9.0,9,9,0.0,66,,,,,,,2
14532,570,633,145,25.0,14,10.0,10,10,0.0,61,,,,,,,18
14533,570,640,6,28.0,4,11.0,11,11,0.0,61,,,,,,,18
14534,570,641,160,23.0,17,,R,12,0.0,60,,,,,,,63
14535,570,624,179,22.0,23,,R,13,0.0,54,,,,,,,42
14536,570,691,137,5.0,2,,R,14,0.0,50,,,,,,,13
14537,570,678,114,7.0,10,,R,15,0.0,47,,,,,,,9
14538,570,686,120,3.0,16,,R,16,0.0,42,,,,,,,9
14539,570,671,178,16.0,20,,R,17,0.0,36,,,,,,,78
14540,570,704,176,30.0,12,,R,18,0.0,26,,,,,,,9
14541,570,716,179,21.0,24,,R,19,0.0,26,,,,,,,13
14542,570,717,176,29.0,18,,R,20,0.0,19,,,,,,,19
14543,570,708,178,17.0,21,,R,21,0.0,5,,,,,,,13
14544,570,707,137,6.0,3,,R,22,0.0,1,,,,,,,19
14545,570,664,162,2.0,6,,R,23,0.0,0,,,,,,,18
14546,570,677,114,8.0,7,,R,24,0.0,0,,,,,,,18
14547,571,683,162,1.0,2,1.0,1,1,10.0,72,1:38:28.429,5908429.0,,,,,1
14548,571,691,137,5.0,1,2.0,2,2,6.0,72,+31.309,5939738.0,,,,,1
14549,571,707,137,6.0,3,3.0,3,3,4.0,72,+1:02.826,5971255.0,,,,,1
14550,571,633,145,25.0,9,4.0,4,4,3.0,72,+1:03.293,5971722.0,,,,,1
14551,571,667,6,27.0,4,5.0,5,5,2.0,72,+1:17.869,5986298.0,,,,,1
14552,571,694,172,14.0,5,6.0,6,6,1.0,71,,,,,,,15
14553,571,677,114,8.0,8,7.0,7,7,0.0,71,,,,,,,15
14554,571,702,145,26.0,6,8.0,8,8,0.0,71,,,,,,,15
14555,571,699,172,15.0,11,9.0,9,9,0.0,71,,,,,,,15
14556,571,704,176,30.0,12,10.0,10,10,0.0,71,,,,,,,15
14557,571,678,114,7.0,13,11.0,11,11,0.0,70,,,,,,,2
14558,571,640,6,28.0,7,12.0,12,12,0.0,70,,,,,,,2
14559,571,695,160,24.0,17,13.0,13,13,0.0,69,,,,,,,3
14560,571,675,173,9.0,16,14.0,14,14,0.0,69,,,,,,,3
14561,571,712,120,4.0,14,15.0,15,15,0.0,69,,,,,,,3
14562,571,624,179,22.0,24,16.0,16,16,0.0,66,,,,,,,5
14563,571,708,178,17.0,21,,N,17,0.0,62,,,,,,,7
14564,571,717,176,29.0,15,,R,18,0.0,48,,,,,,,13
14565,571,671,178,16.0,22,,R,19,0.0,24,,,,,,,13
14566,571,641,160,23.0,20,,R,20,0.0,23,,,,,,,13
14567,571,664,162,2.0,10,,R,21,0.0,2,,,,,,,19
14568,571,714,173,10.0,18,,R,22,0.0,0,,,,,,,18
14569,571,686,120,3.0,19,,R,23,0.0,0,,,,,,,18
14570,571,716,179,21.0,23,,R,24,0.0,0,,,,,,,19
14571,572,664,162,2.0,5,1.0,1,1,10.0,61,1:34:35.093,5675093.0,,,,,1
14572,572,667,6,27.0,6,2.0,2,2,6.0,61,+16.479,5691572.0,,,,,1
14573,572,707,137,6.0,3,3.0,3,3,4.0,61,+23.888,5698981.0,,,,,1
14574,572,702,145,26.0,13,4.0,4,4,3.0,61,+1:33.168,5768261.0,,,,,1
14575,572,678,114,7.0,10,5.0,5,5,2.0,61,+1:48.172,5783265.0,,,,,1
14576,572,704,176,30.0,12,6.0,6,6,1.0,60,,,,,,,15
14577,572,641,160,23.0,15,7.0,7,7,0.0,60,,,,,,,15
14578,572,712,120,4.0,23,8.0,8,8,0.0,60,,,,,,,15
14579,572,717,176,29.0,16,9.0,9,9,0.0,60,,,,,,,15
14580,572,695,160,24.0,18,10.0,10,10,0.0,60,,,,,,,15
14581,572,694,172,14.0,9,11.0,11,11,0.0,59,,,,,,,18
14582,572,671,178,16.0,21,12.0,12,12,0.0,58,,,,,,,3
14583,572,624,179,22.0,22,,R,13,0.0,48,,,,,,,9
14584,572,683,162,1.0,2,,R,14,0.0,45,,,,,,,18
14585,572,691,137,5.0,1,,R,15,0.0,45,,,,,,,18
14586,572,718,173,9.0,17,,R,16,0.0,28,,,,,,,19
14587,572,686,120,3.0,14,,R,17,0.0,22,,,,,,,8
14588,572,708,178,17.0,24,,R,18,0.0,21,,,,,,,19
14589,572,677,114,8.0,8,,R,19,0.0,20,,,,,,,59
14590,572,640,6,28.0,4,,R,20,0.0,20,,,,,,,48
14591,572,633,145,25.0,11,,R,21,0.0,16,,,,,,,19
14592,572,714,173,10.0,19,,R,22,0.0,16,,,,,,,19
14593,572,716,179,21.0,20,,R,23,0.0,13,,,,,,,13
14594,572,699,172,15.0,7,,R,24,0.0,2,,,,,,,59
14595,573,683,162,1.0,2,1.0,1,1,10.0,45,1:22:56.043,4976043.0,,,,,1
14596,573,707,137,6.0,3,2.0,2,2,6.0,45,+5.988,4982031.0,,,,,1
14597,573,640,6,28.0,4,3.0,3,3,4.0,45,+1:08.097,5044140.0,,,,,1
14598,573,664,162,2.0,9,4.0,4,4,3.0,45,+1:23.436,5059479.0,,,,,1
14599,573,717,176,29.0,14,5.0,5,5,2.0,44,,,,,,,15
14600,573,662,145,25.0,18,6.0,6,6,1.0,44,,,,,,,15
14601,573,686,120,3.0,17,7.0,7,7,0.0,44,,,,,,,15
