resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
1,1,1,1,2.0,1,1.0,1,1,9.0,70,2:13:23.6,8003600.0,,,,,1
2,1,2,1,3.0,2,2.0,2,2,6.0,70,+2.6,8006200.0,,,,,1
3,1,3,1,4.0,4,3.0,3,3,4.0,70,+52.0,8055600.0,,,,,1
4,1,4,2,14.0,6,4.0,4,4,3.0,68,,,,,,,2
5,1,5,2,15.0,9,5.0,5,5,2.0,68,,,,,,,2
6,1,6,3,12.0,13,6.0,6,6,0.0,67,,,,,,,3
7,1,7,3,11.0,15,7.0,7,7,0.0,67,,,,,,,3
8,1,8,2,16.0,14,8.0,8,8,0.0,65,,,,,,,4
9,1,9,4,6.0,16,9.0,9,9,0.0,64,,,,,,,5
10,1,10,4,10.0,20,10.0,10,10,0.0,64,,,,,,,5
11,1,11,4,10.0,20,10.0,10,10,0.0,64,,,,,,,5
12,1,12,2,18.0,21,11.0,11,11,0.0,64,,,,,,,5
13,1,13,1,1.0,3,,R,12,0.0,62,,,,,,,6
14,1,14,5,23.0,19,,N,13,0.0,57,,,,,,,7
15,1,15,4,21.0,5,,R,14,0.0,49,,,,,,,8
16,1,16,4,5.0,18,,R,15,0.0,44,,,,,,,9
17,1,17,5,24.0,17,,R,16,0.0,43,,,,,,,10
18,1,18,4,20.0,8,,R,17,0.0,36,,,,,,,9
19,1,19,4,19.0,11,,R,18,0.0,26,,,,,,,11
20,1,20,2,17.0,7,,R,19,0.0,8,,,,,,,12
21,1,21,3,9.0,10,,R,20,0.0,5,,,,,,,13
22,1,22,3,9.0,10,,R,20,0.0,5,,,,,,,13
23,1,23,3,8.0,12,,R,21,0.0,2,,,,,,,14
24,2,13,1,34.0,1,1.0,1,1,9.0,100,3:13:18.7,11598700.0,,,,,1
25,2,24,6,40.0,7,2.0,2,2,6.0,99,,,,,,,15
26,2,19,4,48.0,8,3.0,3,3,4.0,98,,,,,,,2
27,2,25,6,42.0,9,4.0,4,4,3.0,97,,,,,,,3
28,2,15,4,50.0,15,5.0,5,5,2.0,95,,,,,,,4
29,2,6,3,26.0,16,6.0,6,6,0.0,94,,,,,,,5
30,2,12,2,6.0,19,7.0,7,7,0.0,94,,,,,,,5
31,2,26,6,38.0,6,,R,8,0.0,63,,,,,,,16
32,2,8,2,14.0,4,,R,9,0.0,38,,,,,,,6
33,2,27,4,2.0,3,,R,10,0.0,1,,,,,,,17
34,2,1,1,32.0,2,,R,11,0.0,0,,,,,,,17
35,2,2,1,36.0,5,,R,12,0.0,0,,,,,,,17
36,2,5,2,16.0,10,,R,13,0.0,0,,,,,,,17
37,2,28,7,10.0,11,,R,14,0.0,0,,,,,,,17
38,2,18,4,52.0,12,,R,15,0.0,0,,,,,,,17
39,2,29,7,12.0,13,,R,16,0.0,0,,,,,,,17
40,2,7,3,24.0,14,,R,17,0.0,0,,,,,,,17
41,2,30,4,44.0,17,,R,18,0.0,0,,,,,,,17
42,2,31,8,8.0,20,,R,19,0.0,0,,,,,,,18
43,2,32,6,28.0,21,,W,20,0.0,0,,,,,,,9
44,2,33,4,4.0,18,,W,21,0.0,0,,,,,,,17
45,3,34,9,1.0,5,1.0,1,1,9.0,138,2:46:55.97,10015970.0,,,,,1
46,3,35,10,3.0,10,2.0,2,2,6.0,137,,,,,,,15
47,3,36,10,31.0,3,3.0,3,3,4.0,137,,,,,,,15
48,3,37,9,54.0,12,4.0,4,4,3.0,137,,,,,,,15
49,3,38,9,17.0,9,5.0,5,5,1.0,136,,,,,,,2
50,3,39,9,17.0,9,5.0,5,5,1.0,136,,,,,,,2
51,3,40,11,8.0,23,6.0,6,6,0.0,136,,,,,,,2
52,3,41,9,98.0,1,7.0,7,7,0.0,135,,,,,,,3
53,3,42,12,5.0,4,8.0,8,8,0.0,135,,,,,,,3
54,3,43,13,7.0,19,9.0,9,9,0.0,135,,,,,,,3
55,3,44,9,59.0,11,10.0,10,10,0.0,135,,,,,,,3
56,3,45,14,2.0,16,11.0,11,11,0.0,133,,,,,,,4
57,3,46,15,18.0,13,12.0,12,12,0.0,133,,,,,,,4
58,3,47,9,15.0,26,13.0,13,13,0.0,132,,,,,,,5
59,3,48,9,49.0,6,14.0,14,14,0.0,131,,,,,,,19
60,3,49,12,55.0,24,15.0,15,15,0.0,130,,,,,,,20
61,3,50,16,75.0,31,16.0,16,16,0.0,128,,,,,,,21
62,3,51,17,22.0,27,17.0,17,17,0.0,128,,,,,,,21
63,3,52,9,62.0,33,18.0,18,18,0.0,128,,,,,,,21
64,3,53,9,4.0,20,19.0,19,19,0.0,127,,,,,,,22
65,3,54,4,21.0,14,20.0,20,20,0.0,126,,,,,,,23
66,3,55,9,81.0,15,21.0,21,21,0.0,125,,,,,,,24
67,3,56,18,27.0,29,22.0,22,22,0.0,123,,,,,,,25
68,3,57,19,77.0,30,23.0,23,23,0.0,123,,,,,,,19
69,3,58,20,76.0,28,24.0,24,24,0.0,122,,,,,,,26
70,3,59,4,12.0,21,,R,25,0.0,112,,,,,,,27
71,3,60,21,67.0,22,,R,26,0.0,111,,,,,,,10
72,3,61,22,24.0,17,,R,27,0.0,108,,,,,,,12
73,3,62,22,24.0,17,,R,27,0.0,108,,,,,,,12
74,3,63,9,28.0,2,,R,28,0.0,64,,,,,,,6
75,4,1,1,16.0,2,1.0,1,1,9.0,42,2:02:53.7,7373700.0,,,,,1
76,4,2,1,12.0,3,2.0,2,2,6.0,42,+0.4,7374100.0,,,,,1
77,4,5,2,10.0,10,3.0,3,3,4.0,41,,,,,,,15
78,4,15,4,30.0,8,4.0,4,4,3.0,40,,,,,,,2
79,4,64,4,34.0,12,5.0,5,5,2.0,40,,,,,,,2
80,4,18,4,32.0,11,6.0,6,6,0.0,40,,,,,,,2
81,4,65,4,2.0,15,7.0,7,7,0.0,39,,,,,,,3
82,4,31,2,44.0,18,8.0,8,8,0.0,39,,,,,,,3
83,4,19,4,26.0,16,9.0,9,9,0.0,39,,,,,,,3
84,4,12,2,4.0,14,10.0,10,10,0.0,38,,,,,,,28
85,4,66,4,40.0,17,11.0,11,11,0.0,35,,,,,,,29
86,4,13,1,14.0,1,,R,12,0.0,32,,,,,,,9
87,4,8,2,42.0,6,,R,13,0.0,25,,,,,,,13
88,4,20,2,8.0,9,,R,14,0.0,19,,,,,,,17
89,4,25,6,20.0,13,,R,15,0.0,19,,,,,,,30
90,4,26,6,22.0,4,,R,16,0.0,9,,,,,,,9
91,4,24,6,18.0,5,,R,17,0.0,4,,,,,,,31
92,4,4,2,6.0,7,,R,18,0.0,0,,,,,,,17
93,5,13,1,10.0,2,1.0,1,1,8.0,35,2:47:26.0,10046000.0,,,,,1
94,5,2,1,12.0,3,2.0,2,2,6.0,35,+14.0,10060000.0,,,,,1
95,5,5,2,14.0,8,3.0,3,3,4.0,35,+2:19.0,10185000.0,,,,,1
96,5,1,1,8.0,1,4.0,4,4,4.0,35,+4:05.0,10291000.0,,,,,1
97,5,24,6,4.0,7,5.0,5,5,2.0,34,,,,,,,15
98,5,26,6,2.0,4,6.0,6,6,0.0,33,,,,,,,2
99,5,67,2,22.0,10,7.0,7,7,0.0,33,,,,,,,2
100,5,12,2,24.0,14,8.0,8,8,0.0,22,,,,,,,3
101,5,17,5,26.0,12,9.0,9,9,0.0,30,,,,,,,4
102,5,66,4,30.0,11,10.0,10,10,0.0,29,,,,,,,5
103,5,68,2,20.0,13,,R,11,0.0,22,,,,,,,32
104,5,25,2,6.0,5,,R,12,0.0,20,,,,,,,12
105,5,8,2,16.0,6,,R,13,0.0,15,,,,,,,33
106,5,4,2,18.0,9,,R,14,0.0,2,,,,,,,32
107,6,13,1,6.0,1,1.0,1,1,9.0,64,2:57:52.8,10672800.0,,,,,1
108,6,2,1,4.0,3,2.0,2,2,6.0,64,+25.7,10698500.0,,,,,1
109,6,32,6,14.0,18,3.0,3,3,4.0,61,,,,,,,3
110,6,28,7,44.0,12,4.0,4,4,3.0,61,,,,,,,3
111,6,68,2,16.0,4,5.0,5,5,1.0,59,,,,,,,4
112,6,8,2,16.0,4,5.0,5,5,1.0,59,,,,,,,4
113,6,5,2,26.0,15,6.0,6,6,0.0,56,,,,,,,20
114,6,69,2,26.0,15,6.0,6,6,0.0,56,,,,,,,20
115,6,1,1,2.0,2,7.0,7,7,0.0,55,,,,,,,34
116,6,4,2,18.0,5,8.0,8,8,0.0,52,,,,,,,23
117,6,67,2,22.0,9,,R,9,0.0,36,,,,,,,9
118,6,64,4,40.0,10,,R,10,0.0,14,,,,,,,9
119,6,12,2,42.0,14,,R,11,0.0,11,,,,,,,33
120,6,5,2,20.0,6,,R,12,0.0,10,,,,,,,33
121,6,3,4,32.0,11,,R,13,0.0,9,,,,,,,9
122,6,30,4,28.0,7,,R,14,0.0,6,,,,,,,9
123,6,19,4,30.0,13,,R,15,0.0,6,,,,,,,9
124,6,9,4,34.0,17,,R,16,0.0,5,,,,,,,9
125,6,25,2,12.0,16,,R,17,0.0,4,,,,,,,33
126,6,27,4,36.0,8,,R,18,0.0,3,,,,,,,9
127,7,1,1,10.0,3,1.0,1,1,8.0,80,2:51:17.4,10277400.0,,,,,1
128,7,70,6,48.0,6,2.0,2,2,3.0,80,+1:18.6,10356000.0,,,,,1
129,7,24,6,48.0,6,2.0,2,2,3.0,80,,,,,,,1
130,7,2,1,36.0,5,3.0,3,3,4.0,80,+1:35.6,10373000.0,,,,,1
131,7,5,2,58.0,13,4.0,4,4,3.0,75,,,,,,,4
132,7,8,2,24.0,16,5.0,5,5,2.0,75,,,,,,,4
133,7,18,4,38.0,17,6.0,6,6,0.0,72,,,,,,,20
134,7,32,6,8.0,18,7.0,7,7,0.0,72,,,,,,,20
135,7,16,4,50.0,24,,R,8,0.0,56,,,,,,,13
136,7,7,3,32.0,21,,R,9,0.0,51,,,,,,,35
137,7,25,2,12.0,8,,R,10,0.0,48,,,,,,,13
138,7,71,2,40.0,11,,R,11,0.0,42,,,,,,,32
139,7,30,4,4.0,9,,R,12,0.0,39,,,,,,,36
140,7,72,1,60.0,7,,R,13,0.0,34,,,,,,,9
141,7,13,1,60.0,7,,R,13,0.0,34,,,,,,,9
142,7,67,2,56.0,20,,R,14,0.0,29,,,,,,,13
143,7,13,1,18.0,1,,R,15,1.0,23,,,,,,,13
144,7,12,2,2.0,22,,R,16,0.0,22,,,,,,,33
145,7,24,6,16.0,2,,R,17,0.0,21,,,,,,,9
146,7,73,6,22.0,25,,R,18,0.0,17,,,,,,,9
147,7,74,2,64.0,16,,R,19,0.0,16,,,,,,,37
148,7,75,4,62.0,26,,R,20,0.0,15,,,,,,,36
149,7,29,7,42.0,12,,R,21,0.0,13,,,,,,,38
150,7,19,4,6.0,19,,R,22,0.0,13,,,,,,,12
151,7,76,1,46.0,4,,R,23,0.0,11,,,,,,,9
152,7,28,7,44.0,10,,R,24,0.0,7,,,,,,,10
153,7,15,4,30.0,15,,R,25,0.0,1,,,,,,,9
154,7,77,4,28.0,27,,R,26,0.0,0,,,,,,,9
155,7,64,23,52.0,23,,W,27,0.0,0,,,,,,,39
156,8,13,1,24.0,1,1.0,1,1,9.0,42,2:07:53.64,7673640.0,,,,,1
157,8,72,6,44.0,6,2.0,2,2,6.0,42,+55.24,7728880.0,,,,,1
158,8,1,1,22.0,2,3.0,3,3,4.0,42,+1:19.31,7752950.0,,,,,1
159,8,76,1,28.0,4,4.0,4,4,3.0,41,,,,,,,15
160,8,18,1,26.0,5,5.0,5,5,2.0,40,,,,,,,2
161,8,24,6,20.0,7,6.0,6,6,0.0,40,,,,,,,2
162,8,19,4,30.0,19,7.0,7,7,0.0,40,,,,,,,2
163,8,78,24,14.0,14,8.0,8,8,0.0,40,,,,,,,2
164,8,5,2,8.0,8,9.0,9,9,0.0,39,,,,,,,3
165,8,8,2,4.0,12,10.0,10,10,0.0,39,,,,,,,3
166,8,79,6,38.0,10,11.0,11,11,0.0,39,,,,,,,3
167,8,31,4,32.0,17,12.0,12,12,0.0,38,,,,,,,28
168,8,12,2,2.0,18,13.0,13,13,0.0,35,,,,,,,29
169,8,71,2,40.0,21,14.0,14,14,0.0,31,,,,,,,22
170,8,32,6,16.0,9,,R,15,0.0,36,,,,,,,17
171,8,74,2,10.0,11,,R,16,0.0,30,,,,,,,17
172,8,80,24,12.0,20,,R,17,0.0,23,,,,,,,40
173,8,4,2,6.0,15,,R,18,0.0,14,,,,,,,41
174,8,26,6,18.0,3,,R,19,0.0,12,,,,,,,17
175,8,27,2,42.0,13,,R,20,0.0,10,,,,,,,31
176,8,81,25,52.0,16,,R,21,0.0,0,,,,,,,42
177,9,40,9,99.0,2,1.0,1,1,9.0,200,3:57:38.05,14258050.0,,,,,1
178,9,82,9,83.0,7,2.0,2,2,6.0,200,+1:47.24,14365290.0,,,,,1
179,9,48,9,9.0,3,3.0,3,3,2.0,200,+2:51.39,14429440.0,,,,,1
180,9,83,9,9.0,3,3.0,3,3,2.0,200,+2:51.39,14429440.0,,,,,1
181,9,84,26,57.0,31,4.0,4,4,3.0,200,+4:40.12,14538170.0,,,,,1
182,9,85,27,52.0,29,5.0,5,5,2.0,200,+4:52.23,14550280.0,,,,,1
183,9,59,11,1.0,17,6.0,6,6,0.0,200,+5:40.02,14598070.0,,,,,1
184,9,86,9,68.0,24,7.0,7,7,0.0,193,,,,,,,29
185,9,46,10,27.0,4,8.0,8,8,0.0,180,,,,,,,43
186,9,39,10,5.0,9,,R,9,0.0,178,,,,,,,19
187,9,87,9,18.0,1,,R,10,0.0,151,,,,,,,36
188,9,88,9,69.0,22,,R,11,0.0,142,,,,,,,9
189,9,89,9,25.0,12,,R,12,0.0,135,,,,,,,9
190,9,60,9,10.0,16,,R,13,0.0,129,,,,,,,9
191,9,36,10,16.0,5,,R,14,0.0,126,,,,,,,17
192,9,41,28,2.0,14,,R,15,0.0,123,,,,,,,9
193,9,51,29,76.0,27,,R,16,0.0,110,,,,,,,16
194,9,63,9,59.0,11,,R,17,0.0,109,,,,,,,11
195,9,90,9,73.0,15,,R,18,0.0,93,,,,,,,44
196,9,91,30,71.0,33,,R,19,0.0,97,,,,,,,11
197,9,92,14,8.0,19,,R,20,0.0,93,,,,,,,44
198,9,34,9,3.0,8,,R,21,0.0,87,,,,,,,40
199,9,37,9,4.0,10,,R,22,0.0,80,,,,,,,9
200,9,49,9,98.0,6,,R,23,0.0,78,,,,,,,9
201,9,93,27,6.0,32,,R,24,0.0,73,,,,,,,33
202,9,94,9,32.0,28,,R,25,0.0,56,,,,,,,41
203,9,53,9,44.0,13,,R,26,0.0,55,,,,,,,40
204,9,95,31,48.0,25,,R,27,0.0,34,,,,,,,32
205,9,96,9,23.0,18,,R,28,0.0,30,,,,,,,16
206,9,97,32,81.0,20,,R,29,0.0,29,,,,,,,6
207,10,1,1,4.0,2,1.0,1,1,8.0,36,2:45:46.2,9946200.0,,,,,1
208,10,24,6,8.0,4,2.0,2,2,6.0,36,+2:51.0,10117200.0,,,,,1
209,10,26,6,10.0,3,3.0,3,3,4.0,36,+4:21.9,10208100.0,,,,,1
210,10,5,2,14.0,7,4.0,4,4,3.0,34,,,,,,,2
211,10,4,2,22.0,8,5.0,5,5,2.0,34,,,,,,,2
212,10,98,2,24.0,12,6.0,6,6,0.0,33,,,,,,,3
213,10,12,2,16.0,11,7.0,7,7,0.0,33,,,,,,,3
214,10,67,2,26.0,13,8.0,8,8,0.0,32,,,,,,,28
215,10,13,1,2.0,1,9.0,9,9,1.0,32,,,,,,,28
216,10,19,2,18.0,9,,R,10,0.0,28,,,,,,,9
217,10,76,1,6.0,6,,R,11,0.0,11,,,,,,,35
218,10,72,6,12.0,5,,R,12,0.0,8,,,,,,,10
219,10,8,2,20.0,10,,R,13,0.0,0,,,,,,,10
220,11,2,1,8.0,7,1.0,1,1,4.0,77,3:22:11.0,12131000.0,,,,,1
221,11,13,1,8.0,7,1.0,1,1,5.0,77,3:22:11.0,12131000.0,,,,,1
222,11,27,6,14.0,6,2.0,2,2,3.0,77,+58.2,12189200.0,,,,,1
223,11,24,6,14.0,6,2.0,2,2,3.0,77,+58.2,12189200.0,,,,,1
224,11,26,6,10.0,4,3.0,3,3,4.0,74,,,,,,,3
225,11,3,6,26.0,9,4.0,4,4,3.0,73,,,,,,,28
226,11,1,1,2.0,2,5.0,5,5,2.0,73,,,,,,,28
227,11,19,2,42.0,8,6.0,6,6,0.0,71,,,,,,,5
228,11,4,2,46.0,11,7.0,7,7,0.0,71,,,,,,,5
229,11,68,2,44.0,14,8.0,8,8,0.0,69,,,,,,,20
230,11,71,2,48.0,19,9.0,9,9,0.0,66,,,,,,,22
231,11,76,1,6.0,5,10.0,10,10,0.0,58,,,,,,,45
232,11,13,1,24.0,1,11.0,11,11,0.0,55,,,,,,,46
233,11,2,1,24.0,1,11.0,11,11,0.0,55,,,,,,,46
234,11,12,2,28.0,12,,R,12,0.0,54,,,,,,,17
235,11,5,2,40.0,13,,R,13,0.0,43,,,,,,,10
236,11,8,2,38.0,10,,R,14,0.0,37,,,,,,,9
237,11,99,7,36.0,17,,R,15,0.0,27,,,,,,,9
238,11,31,4,20.0,22,,R,16,0.0,23,,,,,,,33
239,11,29,7,32.0,18,,R,17,0.0,11,,,,,,,9
240,11,24,6,12.0,3,,R,18,0.0,10,,,,,,,13
241,11,100,7,34.0,21,,R,19,0.0,7,,,,,,,9
242,11,28,7,30.0,23,,R,20,0.0,3,,,,,,,9
243,11,101,4,50.0,15,,R,21,0.0,2,,,,,,,9
244,11,18,4,18.0,16,,R,22,0.0,1,,,,,,,10
245,11,32,6,24.0,20,,R,23,0.0,1,,,,,,,9
246,12,27,6,12.0,1,1.0,1,1,8.0,90,2:42:18.2,9738200.0,,,,,1
247,12,13,1,2.0,2,2.0,2,2,6.0,90,+51.0,9789200.0,,,,,1
248,12,26,6,10.0,5,3.0,3,3,4.0,88,,,,,,,2
249,12,64,1,4.0,7,4.0,4,4,3.0,87,,,,,,,3
250,12,3,33,6.0,20,5.0,5,5,2.0,85,,,,,,,4
251,12,76,1,3.0,6,6.0,6,6,0.0,84,,,,,,,5
252,12,22,33,7.0,19,7.0,7,7,0.0,84,,,,,,,5
253,12,10,3,9.0,12,8.0,8,8,0.0,84,,,,,,,5
254,12,32,6,14.0,8,9.0,9,9,0.0,83,,,,,,,29
255,12,5,2,22.0,9,10.0,10,10,0.0,83,,,,,,,29
256,12,6,3,8.0,10,11.0,11,11,0.0,82,,,,,,,20
257,12,102,2,18.0,11,12.0,12,12,0.0,81,,,,,,,47
258,12,12,2,25.0,14,13.0,13,13,0.0,80,,,,,,,21
259,12,1,1,1.0,3,,R,14,1.0,75,,,,,,,11
260,12,14,5,5.0,18,,N,15,0.0,75,,,,,,,7
261,12,24,6,11.0,4,,R,16,0.0,56,,,,,,,13
262,12,103,4,17.0,16,,R,17,0.0,46,,,,,,,6
263,12,16,4,15.0,15,,R,18,0.0,45,,,,,,,9
264,12,19,2,23.0,13,,R,19,0.0,41,,,,,,,37
265,12,104,4,16.0,17,,R,20,0.0,23,,,,,,,35
266,13,24,6,71.0,1,1.0,1,1,8.0,20,3:23:03.3,12183300.0,,,,,1
267,13,13,1,75.0,3,2.0,2,2,7.0,20,+30.5,12213800.0,,,,,1
268,13,27,6,74.0,2,3.0,3,3,4.0,20,+4:39.0,12462300.0,,,,,1
269,13,26,6,72.0,5,4.0,4,4,3.0,20,+5:50.2,12533500.0,,,,,1
270,13,72,6,73.0,6,5.0,5,5,2.0,20,+7:49.1,12652400.0,,,,,1
271,13,79,6,91.0,8,6.0,6,6,0.0,19,,,,,,,15
272,13,28,7,82.0,9,7.0,7,7,0.0,19,,,,,,,15
273,13,5,2,84.0,15,8.0,8,8,0.0,19,,,,,,,15
274,13,67,2,90.0,19,9.0,9,9,0.0,18,,,,,,,2
275,13,105,2,93.0,22,10.0,10,10,0.0,18,,,,,,,2
276,13,12,2,94.0,18,11.0,11,11,0.0,17,,,,,,,3
277,13,4,2,87.0,11,,R,12,0.0,17,,,,,,,17
278,13,29,7,81.0,14,,R,13,0.0,13,,,,,,,9
279,13,64,1,77.0,10,,R,14,0.0,12,,,,,,,40
280,13,102,2,88.0,20,,R,15,0.0,12,,,,,,,12
281,13,77,1,78.0,7,,R,16,0.0,11,,,,,,,17
282,13,100,7,83.0,12,,R,17,0.0,11,,,,,,,9
283,13,1,1,76.0,4,,R,18,0.0,8,,,,,,,33
284,13,8,2,86.0,21,,R,19,0.0,4,,,,,,,13
285,13,19,2,85.0,13,,R,20,0.0,3,,,,,,,41
286,13,66,4,92.0,17,,R,21,0.0,3,,,,,,,9
287,13,18,4,79.0,16,,R,22,0.0,2,,,,,,,9
288,14,24,6,2.0,3,1.0,1,1,8.0,80,2:42:39.3,9759300.0,,,,,1
289,14,27,6,6.0,4,2.0,2,2,6.0,80,+24.6,9783900.0,,,,,1
290,14,1,1,40.0,7,3.0,3,3,3.0,79,,,,,,,15
291,14,64,1,40.0,7,3.0,3,3,2.0,79,,,,,,,15
292,14,26,6,4.0,5,4.0,4,4,3.0,79,,,,,,,15
293,14,72,6,8.0,6,5.0,5,5,2.0,78,,,,,,,2
294,14,100,7,48.0,11,6.0,6,6,0.0,74,,,,,,,5
295,14,5,2,18.0,15,7.0,7,7,0.0,73,,,,,,,29
296,14,4,2,24.0,14,8.0,8,8,0.0,72,,,,,,,20
297,14,30,34,44.0,18,9.0,9,9,0.0,67,,,,,,,24
298,14,13,1,38.0,1,,R,10,0.0,39,,,,,,,9
299,14,29,7,50.0,12,,R,11,0.0,29,,,,,,,9
300,14,28,7,46.0,13,,R,12,0.0,29,,,,,,,9
301,14,19,2,20.0,17,,R,13,0.0,23,,,,,,,41
302,14,67,2,22.0,20,,R,14,0.0,9,,,,,,,9
303,14,105,2,28.0,22,,R,15,0.0,7,,,,,,,33
304,14,1,1,34.0,2,,R,16,0.0,6,,,,,,,9
305,14,12,2,26.0,21,,R,17,0.0,4,,,,,,,31
306,14,18,1,36.0,9,,R,18,0.0,1,,,,,,,14
307,14,32,6,16.0,19,,R,19,0.0,1,,,,,,,40
308,14,106,6,12.0,16,,R,20,0.0,0,,,,,,,10
309,14,3,33,30.0,8,,W,21,0.0,0,,,,,,,39
310,14,107,33,32.0,10,,W,22,0.0,0,,,,,,,39
311,15,13,1,22.0,2,1.0,1,1,9.0,70,2:46:54.10,10014100.0,,,,,1
312,15,27,6,6.0,3,2.0,2,2,6.0,70,+54.28,10068380.0,,,,,1
313,15,1,1,20.0,4,3.0,3,3,4.0,70,+1:45.54,10119640.0,,,,,1
314,15,24,6,2.0,1,4.0,4,4,3.0,68,,,,,,,2
315,15,64,1,24.0,8,5.0,5,5,2.0,68,,,,,,,2
316,15,18,1,26.0,6,6.0,6,6,0.0,66,,,,,,,28
317,15,5,2,28.0,20,7.0,7,7,0.0,64,,,,,,,5
318,15,8,2,34.0,13,8.0,8,8,0.0,63,,,,,,,29
319,15,28,7,14.0,9,9.0,9,9,0.0,63,,,,,,,29
320,15,108,4,44.0,17,10.0,10,10,0.0,60,,,,,,,21
321,15,26,6,4.0,5,,R,11,0.0,48,,,,,,,41
322,15,100,7,16.0,10,,R,12,0.0,48,,,,,,,9
323,15,12,2,36.0,15,,R,13,0.0,37,,,,,,,17
324,15,72,6,8.0,7,,R,14,0.0,30,,,,,,,48
325,15,29,7,12.0,11,,R,15,0.0,25,,,,,,,9
326,15,109,2,38.0,16,,R,16,0.0,23,,,,,,,9
327,15,4,2,32.0,14,,R,17,0.0,7,,,,,,,17
328,15,19,2,30.0,12,,R,18,0.0,4,,,,,,,41
329,15,15,4,18.0,19,,R,19,0.0,1,,,,,,,9
330,15,110,4,46.0,18,,W,20,0.0,0,,,,,,,9
331,16,72,6,30.0,2,1.0,1,1,9.0,62,3:01:46.1,10906100.0,,,,,1
332,16,79,6,42.0,5,2.0,2,2,6.0,62,+2:37.2,11063300.0,,,,,1
333,16,111,35,6.0,7,3.0,3,3,4.0,61,,,,,,,15
334,16,112,36,22.0,13,4.0,4,4,3.0,60,,,,,,,2
335,16,113,8,26.0,15,5.0,5,5,2.0,59,,,,,,,3
336,16,18,4,38.0,8,6.0,6,6,0.0,58,,,,,,,28
337,16,81,6,44.0,19,7.0,7,7,0.0,56,,,,,,,5
338,16,114,8,24.0,17,8.0,8,8,0.0,55,,,,,,,29
339,16,15,7,10.0,11,,R,9,0.0,52,,,,,,,9
340,16,100,6,32.0,4,,R,10,0.0,51,,,,,,,40
341,16,1,6,32.0,4,,R,10,0.0,51,,,,,,,40
342,16,31,4,40.0,18,,R,11,0.0,31,,,,,,,9
343,16,78,24,46.0,9,,W,12,0.0,24,,,,,,,39
344,16,115,24,20.0,12,,W,13,0.0,24,,,,,,,39
345,16,28,35,8.0,3,,R,14,0.0,20,,,,,,,35
346,16,1,6,28.0,1,,R,15,0.0,16,,,,,,,40
347,16,116,24,18.0,6,,R,16,0.0,12,,,,,,,49
348,16,80,24,16.0,10,,R,17,0.0,12,,,,,,,49
349,16,117,37,2.0,14,,R,18,0.0,4,,,,,,,9
350,16,118,25,4.0,16,,R,19,0.0,4,,,,,,,50
351,16,5,6,12.0,20,,R,20,0.0,2,,,,,,,17
352,16,119,7,50.0,21,,R,21,0.0,1,,,,,,,40
353,17,49,28,98.0,7,1.0,1,1,8.0,200,3:52:41.88,13961880.0,,,,,1
354,17,58,9,59.0,10,2.0,2,2,6.0,200,+4:02.33,14204210.0,,,,,1
355,17,89,9,18.0,5,3.0,3,3,4.0,200,+6:11.61,14333490.0,,,,,1
356,17,46,12,1.0,6,4.0,4,4,3.0,200,+6:48.34,14370220.0,,,,,1
357,17,120,9,33.0,20,5.0,5,5,2.0,200,+8:40.15,14482030.0,,,,,1
358,17,121,9,77.0,21,6.0,6,6,0.0,200,+9:24.32,14526200.0,,,,,1
359,17,122,9,37.0,23,7.0,7,7,0.0,200,+10:35.24,14597120.0,,,,,1
360,17,42,9,54.0,14,8.0,8,8,0.0,200,+12:00.61,14682490.0,,,,,1
361,17,96,9,22.0,9,9.0,9,9,0.0,200,+12:23.76,14705640.0,,,,,1
362,17,34,9,5.0,31,10.0,10,10,0.0,200,+13:37.78,14779660.0,,,,,1
363,17,48,9,4.0,3,11.0,11,11,0.0,200,+14:21.72,14823600.0,,,,,1
364,17,123,38,29.0,26,12.0,12,12,0.0,200,+16:05.10,14926980.0,,,,,1
365,17,124,9,14.0,16,13.0,13,13,0.0,200,+16:55.65,14977530.0,,,,,1
366,17,60,15,7.0,15,14.0,14,14,0.0,200,+18:48.66,15090540.0,,,,,1
367,17,125,26,65.0,13,15.0,15,15,0.0,197,,,,,,,3
368,17,126,32,81.0,24,16.0,16,16,0.0,193,,,,,,,29
369,17,97,9,26.0,8,17.0,17,17,1.0,191,,,,,,,51
370,17,92,9,16.0,11,18.0,18,18,0.0,187,,,,,,,24
371,17,59,12,2.0,12,19.0,19,19,0.0,184,,,,,,,26
372,17,83,12,8.0,28,20.0,20,20,0.0,184,,,,,,,26
373,17,52,9,31.0,33,21.0,21,21,0.0,182,,,,,,,52
374,17,54,31,48.0,29,,R,22,0.0,162,,,,,,,6
375,17,95,9,34.0,22,,R,23,0.0,130,,,,,,,12
376,17,39,10,27.0,30,,R,24,0.0,93,,,,,,,12
377,17,87,9,36.0,4,,R,25,0.0,84,,,,,,,14
378,17,127,9,73.0,32,,R,26,0.0,77,,,,,,,53
379,17,63,9,28.0,1,,R,27,0.0,71,,,,,,,54
380,17,50,9,67.0,18,,R,28,0.0,65,,,,,,,55
381,17,128,9,93.0,25,,R,29,0.0,49,,,,,,,10
382,17,94,9,21.0,27,,R,30,0.0,41,,,,,,,14
